,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
491,2014 Generic Congressional Vote,CBS News,"Republicans 49, Democrats 43",Republicans +6,2014-10-08,2014.0
492,2014 Generic Congressional Vote,Gallup,"Republicans 47, Democrats 46",Republicans +1,2014-10-10,2014.0
493,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2014-10-13,2014.0
494,2014 Generic Congressional Vote,FOX News,"Republicans 45, Democrats 42",Republicans +3,2014-10-15,2014.0
495,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 50, Democrats 43",Republicans +7,2014-10-15,2014.0
496,2014 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 48, Democrats 47",Republicans +1,2014-10-15,2014.0
497,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 41, Democrats 41",Tie,2014-10-20,2014.0
498,2014 Generic Congressional Vote,Associated Press/GfK,"Republicans 40, Democrats 32",Republicans +8,2014-10-22,2014.0
499,2014 Generic Congressional Vote,Pew Research,"Republicans 46, Democrats 47",Democrats +1,2014-10-23,2014.0
500,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 43, Democrats 41",Republicans +2,2014-10-27,2014.0
501,2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 46, Democrats 47",Democrats +1,2014-10-27,2014.0
502,2014 Generic Congressional Vote,ABC News/Wash Post,"Republicans 50, Democrats 44",Republicans +6,2014-10-28,2014.0
503,2014 Generic Congressional Vote,FOX News,"Republicans 44, Democrats 45",Democrats +1,2014-10-28,2014.0
504,2014 Generic Congressional Vote,CBS News,"Republicans 50, Democrats 42",Republicans +8,2014-10-29,2014.0
505,2014 Generic Congressional Vote,USA Today/PSRAI,"Republicans 42, Democrats 43",Democrats +1,2014-10-30,2014.0
506,2014 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 48, Democrats 48",Tie,2014-11-02,2014.0
507,2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 44, Democrats 41",Republicans +3,2014-11-03,2014.0
508,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 39",Tie,2015-04-17,2015.0
509,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 38",Republicans +1,2015-04-24,2015.0
510,2016 Generic Congressional Vote,Quinnipiac,"Republicans 40, Democrats 37",Republicans +3,2015-04-27,2015.0
511,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 38",Republicans +2,2015-05-01,2015.0
512,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 38",Tie,2015-05-08,2015.0
513,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 38",Tie,2015-05-15,2015.0
514,2016 Generic Congressional Vote,Quinnipiac,"Republicans 36, Democrats 39",Democrats +3,2015-05-28,2015.0
515,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 45, Democrats 45",Tie,2015-11-04,2015.0
516,2016 Generic Congressional Vote,PPP (D),"Republicans 43, Democrats 43",Tie,2015-12-21,2015.0
517,2016 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 41",Democrats +6,2016-02-08,2016.0
518,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 45",Democrats +2,2016-04-18,2016.0
519,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 46, Republicans 41",Democrats +5,2016-04-25,2016.0
520,2016 Generic Congressional Vote,ABC News/Wash Post,"Democrats 45, Republicans 45",Tie,2016-05-22,2016.0
521,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 44",Democrats +4,2016-05-23,2016.0
522,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 46, Republicans 46",Tie,2016-06-27,2016.0
523,2016 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 41",Democrats +5,2016-06-29,2016.0
524,2016 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 44",Democrats +3,2016-07-30,2016.0
525,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 43",Democrats +4,2016-08-05,2016.0
526,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 38",Democrats +3,2016-09-07,2016.0
527,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 39",Democrats +1,2016-09-07,2016.0
528,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 45, Republicans 43",Democrats +2,2016-09-07,2016.0
529,2016 Generic Congressional Vote,CNN/ORC,"Democrats 47, Republicans 49",Republicans +2,2016-09-09,2016.0
530,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",Democrats +6,2016-09-14,2016.0
531,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 38",Democrats +2,2016-09-14,2016.0
532,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 40",Republicans +1,2016-09-21,2016.0
533,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 36",Democrats +7,2016-09-21,2016.0
534,2016 Generic Congressional Vote,McClatchy/Marist,"Democrats 49, Republicans 45",Democrats +4,2016-09-23,2016.0
535,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2016-09-25,2016.0
536,2016 Generic Congressional Vote,Bloomberg,"Democrats 46, Republicans 44",Democrats +2,2016-09-26,2016.0
537,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 36",Democrats +6,2016-09-28,2016.0
538,2016 Generic Congressional Vote,FOX News,"Democrats 44, Republicans 43",Democrats +1,2016-09-30,2016.0
539,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",Democrats +6,2016-10-03,2016.0
540,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 38",Democrats +4,2016-10-05,2016.0
541,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",Democrats +3,2016-10-09,2016.0
542,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 42",Democrats +6,2016-10-11,2016.0
543,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 46, Republicans 36",Democrats +10,2016-10-12,2016.0
544,2016 Generic Congressional Vote,FOX News,"Democrats 48, Republicans 42",Democrats +6,2016-10-13,2016.0
545,2016 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 44",Democrats +3,2016-10-16,2016.0
546,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 44",Democrats +3,2016-10-16,2016.0
547,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 47, Republicans 42",Democrats +5,2016-10-17,2016.0
548,2016 Generic Congressional Vote,CBS News,"Democrats 50, Republicans 45",Democrats +5,2016-10-18,2016.0
549,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2016-10-19,2016.0
550,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 39",Democrats +4,2016-10-19,2016.0
551,2016 Generic Congressional Vote,Bloomberg,"Democrats 47, Republicans 43",Democrats +4,2016-10-19,2016.0
552,2016 Generic Congressional Vote,Associated Press-GfK,"Democrats 46, Republicans 41",Democrats +5,2016-10-26,2016.0
553,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 39",Democrats +5,2016-10-26,2016.0
554,2016 Generic Congressional Vote,ABC News,"Democrats 47, Republicans 46",Democrats +1,2016-10-26,2016.0
555,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 46, Republicans 41",Democrats +5,2016-11-02,2016.0
556,2016 Generic Congressional Vote,CBS News/NY Times,"Democrats 49, Republicans 46",Democrats +3,2016-11-03,2016.0
557,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 41",Democrats +1,2016-11-03,2016.0
558,2016 Generic Congressional Vote,McClatchy/Marist,"Democrats 48, Republicans 47",Democrats +1,2016-11-04,2016.0
559,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 44",Democrats +3,2016-11-06,2016.0
560,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 42",Democrats +3,2016-11-07,2016.0
561,2016 Generic Congressional Vote,Bloomberg,"Democrats 45, Republicans 48",Republicans +3,2016-11-07,2016.0
562,2016 Generic Congressional Vote,FOX News,"Democrats 45, Republicans 46",Republicans +1,2016-11-07,2016.0
563,2018 Generic Congressional Vote,Marist,"Democrats 45, Republicans 38",Democrats +7,2017-04-14,2017.0
564,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 32",Democrats +6,2017-04-19,2017.0
565,2018 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 41",Democrats +6,2017-04-20,2017.0
566,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 43",Democrats +4,2017-04-24,2017.0
567,2018 Generic Congressional Vote,FOX News,"Democrats 47, Republicans 42",Democrats +5,2017-04-26,2017.0
568,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-04-26,2017.0
569,2018 Generic Congressional Vote,CNN/ORC,"Democrats 49, Republicans 41",Democrats +8,2017-04-28,2017.0
570,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 35",Democrats +3,2017-05-03,2017.0
571,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 35",Democrats +5,2017-05-10,2017.0
572,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 38",Democrats +11,2017-05-16,2017.0
573,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-05-17,2017.0
574,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 36",Democrats +2,2017-05-24,2017.0
575,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-05-31,2017.0
576,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 37",Democrats +4,2017-06-07,2017.0
577,2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 40",Democrats +10,2017-06-12,2017.0
578,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 36",Democrats +2,2017-06-14,2017.0
579,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 35",Democrats +3,2017-06-21,2017.0
580,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 42",Democrats +8,2017-06-22,2017.0
581,2018 Generic Congressional Vote,FOX News,"Democrats 47, Republicans 41",Democrats +6,2017-06-28,2017.0
582,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 35",Democrats +6,2017-06-28,2017.0
583,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 48, Republicans 38",Democrats +10,2017-06-28,2017.0
584,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 37, Republicans 35",Democrats +2,2017-07-05,2017.0
585,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 32",Democrats +7,2017-07-12,2017.0
586,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-07-19,2017.0
587,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 52, Republicans 38",Democrats +14,2017-07-19,2017.0
588,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-07-26,2017.0
589,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-08-02,2017.0
590,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-08-09,2017.0
591,2018 Generic Congressional Vote,CNN,"Democrats 51, Republicans 42",Democrats +9,2017-08-10,2017.0
592,2018 Generic Congressional Vote,Marist,"Democrats 47, Republicans 40",Democrats +7,2017-08-15,2017.0
593,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 33",Democrats +8,2017-08-16,2017.0
594,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-08-23,2017.0
595,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 35",Democrats +14,2017-08-23,2017.0
596,2018 Generic Congressional Vote,GWU/Battleground,"Democrats 45, Republicans 38",Democrats +7,2017-08-24,2017.0
597,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 32",Democrats +8,2017-08-30,2017.0
598,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-09-06,2017.0
599,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 31",Democrats +9,2017-09-13,2017.0
600,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-09-20,2017.0
601,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 42",Democrats +6,2017-09-21,2017.0
602,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-09-27,2017.0
603,2018 Generic Congressional Vote,PPP (D),"Democrats 48, Republicans 37",Democrats +11,2017-09-28,2017.0
604,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 32",Democrats +7,2017-10-04,2017.0
605,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-10-11,2017.0
606,2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 38",Democrats +16,2017-10-17,2017.0
607,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 33",Democrats +8,2017-10-18,2017.0
608,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 36, Republicans 28",Democrats +8,2017-10-25,2017.0
609,2018 Generic Congressional Vote,FOX News,"Democrats 50, Republicans 35",Democrats +15,2017-10-25,2017.0
610,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-10-25,2017.0
611,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 41",Democrats +7,2017-10-29,2017.0
612,2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 40",Democrats +10,2017-10-31,2017.0
613,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 31",Democrats +9,2017-11-01,2017.0
614,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 36",Democrats +3,2017-11-01,2017.0
615,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 51, Republicans 40",Democrats +11,2017-11-06,2017.0
616,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",Democrats +8,2017-11-08,2017.0
617,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-11-08,2017.0
618,2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 38",Democrats +13,2017-11-14,2017.0
619,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 34",Democrats +8,2017-11-15,2017.0
620,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",Democrats +7,2017-11-15,2017.0
621,2018 Generic Congressional Vote,Marist,"Democrats 51, Republicans 36",Democrats +15,2017-11-15,2017.0
622,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 43, Republicans 40",Democrats +3,2017-11-21,2017.0
623,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 33",Democrats +9,2017-11-22,2017.0
624,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 28",Democrats +9,2017-11-22,2017.0
625,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 35",Democrats +6,2017-11-29,2017.0
626,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 36, Republicans 30",Democrats +6,2017-11-29,2017.0
627,2018 Generic Congressional Vote,Quinnipiac,"Democrats 50, Republicans 36",Democrats +14,2017-12-05,2017.0
628,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",Democrats +6,2017-12-06,2017.0
629,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",Democrats +6,2017-12-06,2017.0
630,2018 Generic Congressional Vote,Marist,"Democrats 50, Republicans 37",Democrats +13,2017-12-12,2017.0
631,2018 Generic Congressional Vote,Monmouth,"Democrats 51, Republicans 36",Democrats +15,2017-12-13,2017.0
632,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 29",Democrats +8,2017-12-13,2017.0
633,2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 37",Democrats +12,2017-12-13,2017.0
634,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",Democrats +8,2017-12-13,2017.0
635,2018 Generic Congressional Vote,PPP (D),"Democrats 51, Republicans 40",Democrats +11,2017-12-14,2017.0
636,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 39",Democrats +11,2017-12-17,2017.0
637,2018 Generic Congressional Vote,Quinnipiac,"Democrats 52, Republicans 37",Democrats +15,2017-12-19,2017.0
638,2018 Generic Congressional Vote,CNN,"Democrats 56, Republicans 38",Democrats +18,2017-12-20,2017.0
639,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 35",Democrats +9,2017-12-20,2017.0
640,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 27",Democrats +12,2017-12-20,2017.0
641,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",Democrats +8,2017-12-27,2017.0
642,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",Democrats +7,2018-01-03,2018.0
643,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",Democrats +6,2018-01-03,2018.0
644,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 37",Democrats +7,2018-01-10,2018.0
645,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 31",Democrats +9,2018-01-10,2018.0
646,2018 Generic Congressional Vote,Quinnipiac,"Democrats 52, Republicans 35",Democrats +17,2018-01-11,2018.0
647,2018 Generic Congressional Vote,Emerson,"Democrats 45, Republicans 40",Democrats +5,2018-01-12,2018.0
648,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 32",Democrats +5,2018-01-17,2018.0
649,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",Democrats +6,2018-01-17,2018.0
650,2018 Generic Congressional Vote,Quinnipiac,"Democrats 50, Republicans 39",Democrats +11,2018-01-18,2018.0
651,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 46, Republicans 40",Democrats +6,2018-01-18,2018.0
652,2018 Generic Congressional Vote,Pew Research,"Democrats 53, Republicans 39",Democrats +14,2018-01-19,2018.0
653,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 49, Republicans 43",Democrats +6,2018-01-19,2018.0
654,2018 Generic Congressional Vote,CNN,"Democrats 49, Republicans 44",Democrats +5,2018-01-21,2018.0
655,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 51, Republicans 39",Democrats +12,2018-01-22,2018.0
656,2018 Generic Congressional Vote,FOX News,"Democrats 44, Republicans 38",Democrats +6,2018-01-24,2018.0
657,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",Democrats +8,2018-01-24,2018.0
658,2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 38",Democrats +13,2018-01-24,2018.0
659,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 37",Democrats +4,2018-01-24,2018.0
660,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 37",Democrats +8,2018-01-29,2018.0
661,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",Democrats +6,2018-01-31,2018.0
662,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 37",Democrats +5,2018-01-31,2018.0
663,2018 Generic Congressional Vote,Monmouth,"Democrats 47, Republicans 45",Democrats +2,2018-01-31,2018.0
664,2018 Generic Congressional Vote,IBD/TIPP,"Democrats 46, Republicans 41",Democrats +5,2018-02-06,2018.0
665,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",Democrats +6,2018-02-07,2018.0
666,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",Democrats +7,2018-02-07,2018.0
667,2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 40",Democrats +9,2018-02-07,2018.0
668,2018 Generic Congressional Vote,Marist,"Democrats 49, Republicans 38",Democrats +11,2018-02-09,2018.0
669,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 41",Democrats +8,2018-02-14,2018.0
670,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 30",Democrats +9,2018-02-14,2018.0
671,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 38",Democrats +4,2018-02-14,2018.0
672,2018 Generic Congressional Vote,Quinnipiac,"Democrats 53, Republicans 38",Democrats +15,2018-02-20,2018.0
673,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",Democrats +8,2018-02-21,2018.0
674,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 35",Democrats +8,2018-02-21,2018.0
675,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 41, Republicans 36",Democrats +5,2018-02-21,2018.0
676,2018 Generic Congressional Vote,Marist,"Democrats 46, Republicans 39",Democrats +7,2018-02-23,2018.0
677,2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 38",Democrats +16,2018-02-26,2018.0
678,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",Democrats +6,2018-02-28,2018.0
679,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 38",Democrats +2,2018-02-28,2018.0
680,2018 Generic Congressional Vote,USA Today/Suffolk,"Democrats 47, Republicans 32",Democrats +15,2018-03-01,2018.0
681,2018 Generic Congressional Vote,Monmouth,"Democrats 50, Republicans 41",Democrats +9,2018-03-07,2018.0
682,2018 Generic Congressional Vote,Quinnipiac,"Democrats 48, Republicans 38",Democrats +10,2018-03-07,2018.0
683,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",Democrats +6,2018-03-07,2018.0
684,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",Democrats +6,2018-03-08,2018.0
685,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",Democrats +7,2018-03-08,2018.0
686,2018 Generic Congressional Vote,GWU/Battleground,"Democrats 49, Republicans 40",Democrats +9,2018-03-13,2018.0
687,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-03-14,2018.0
688,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",Democrats +8,2018-03-14,2018.0
689,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 40",Democrats +10,2018-03-18,2018.0
690,2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 43",Democrats +6,2018-03-21,2018.0
691,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",Democrats +6,2018-03-21,2018.0
692,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 37",Democrats +3,2018-03-22,2018.0
693,2018 Generic Congressional Vote,Marist,"Democrats 44, Republicans 39",Democrats +5,2018-03-23,2018.0
694,2018 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 41",Democrats +5,2018-03-25,2018.0
695,2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 39",Democrats +11,2018-03-27,2018.0
696,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 35",Democrats +7,2018-03-28,2018.0
697,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 35",Democrats +7,2018-03-29,2018.0
698,2018 Generic Congressional Vote,CNN,"Democrats 50, Republicans 44",Democrats +6,2018-03-29,2018.0
699,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 45, Republicans 34",Democrats +11,2018-04-02,2018.0
700,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 36",Democrats +7,2018-04-04,2018.0
701,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 34",Democrats +9,2018-04-04,2018.0
702,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 40",Democrats +5,2018-04-11,2018.0
703,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 34",Democrats +10,2018-04-11,2018.0
704,2018 Generic Congressional Vote,Quinnipiac,"Democrats 46, Republicans 43",Democrats +3,2018-04-11,2018.0
705,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",Democrats +8,2018-04-11,2018.0
706,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 40",Democrats +7,2018-04-15,2018.0
707,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 43",Democrats +4,2018-04-16,2018.0
708,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 44, Republicans 39",Democrats +5,2018-04-18,2018.0
709,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 34",Democrats +10,2018-04-18,2018.0
710,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-04-18,2018.0
711,2018 Generic Congressional Vote,Quinnipiac,"Democrats 48, Republicans 40",Democrats +8,2018-04-25,2018.0
712,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-04-25,2018.0
713,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 45, Republicans 34",Democrats +11,2018-04-25,2018.0
714,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 43, Republicans 34",Democrats +9,2018-04-26,2018.0
715,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",Democrats +3,2018-05-02,2018.0
716,2018 Generic Congressional Vote,Monmouth,"Democrats 49, Republicans 41",Democrats +8,2018-05-03,2018.0
717,2018 Generic Congressional Vote,Pew Research,"Democrats 48, Republicans 43",Democrats +5,2018-05-04,2018.0
718,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 37",Democrats +6,2018-05-05,2018.0
719,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 35",Democrats +9,2018-05-09,2018.0
720,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 38",Democrats +1,2018-05-09,2018.0
721,2018 Generic Congressional Vote,CNN,"Democrats 47, Republicans 44",Democrats +3,2018-05-09,2018.0
722,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 37",Democrats +1,2018-05-16,2018.0
723,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",Democrats +6,2018-05-16,2018.0
724,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 37",Democrats +5,2018-05-16,2018.0
725,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-05-23,2018.0
726,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 42",Democrats +1,2018-05-23,2018.0
