"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"386",386,385,"New York 1st District - Zeldin vs. Bishop","Siena","Zeldin 50, Bishop 45",5,"2014-11-01",2014,"A"
"387",387,386,"Georgia 12th District - Allen vs. Barrow","Landmark Communications","Allen 48, Barrow 44",4,"2014-11-01",2014,"B"
"388",388,387,"New York 11th District - Grimm vs. Recchia","Siena*","Grimm 53, Recchia 34",19,"2014-11-01",2014,"A"
"389",389,388,"California 52nd District - DeMaio vs. Peters","U-T San Diego/SurveyUSA","DeMaio 45, Peters 44",1,"2014-11-02",2014,"A"
"390",390,389,"Alaska At-Large District - Young vs. Dunbar vs. McDermott","PPP (D)","Young 47, Dunbar 41, McDermott 6",6,"2014-11-03",2014,"B"
"391",391,390,"Georgia 12th District - Allen vs. Barrow","Landmark Communications","Allen 47, Barrow 46",1,"2014-11-03",2014,"B"
"392",392,391,"New Hampshire 2nd District - Garcia vs. Kuster","New England College","Kuster 53, Garcia 42",11,"2014-11-03",2014,"B"
"393",393,392,"New Hampshire 2nd District - Garcia vs. Kuster","WMUR/UNH","Kuster 53, Garcia 46",7,"2014-11-03",2014,"unknown"
"394",394,393,"N.H. 1st District - Guinta vs. Shea-Porter","New England College","Guinta 52, Shea-Porter 43",9,"2014-11-03",2014,"B"
"395",395,394,"N.H. 1st District - Guinta vs. Shea-Porter","WMUR/UNH","Guinta 50, Shea-Porter 49",1,"2014-11-03",2014,"unknown"
"396",396,395,"Maine 2nd District - Poliquin vs. Cain vs. Richardson","MPRC (D)","Poliquin 43, Cain 42, Richardson 10",1,"2014-11-03",2014,"unknown"
"397",397,396,"New Hampshire 1st District - Ashooh vs. Shea-Porter","WMUR/UNH","Shea-Porter 50, Ashooh 27",23,"2016-08-31",2016,"unknown"
"398",398,397,"New Hampshire 1st District - Guinta vs. Shea-Porter","WMUR/UNH","Shea-Porter 48, Guinta 29",19,"2016-08-31",2016,"unknown"
"399",399,398,"New Hampshire 2nd District - Lawrence vs. Kuster","WMUR/UNH","Kuster 40, Lawrence 34",6,"2016-08-31",2016,"unknown"
"400",400,399,"Maine 1st District - Holbrook vs. Pingree","Colby College/SurveyUSA","Pingree 57, Holbrook 37",20,"2016-09-14",2016,"A"
"401",401,400,"Maine 2nd District - Poliquin vs. Cain","Colby College/SurveyUSA","Poliquin 50, Cain 45",5,"2016-09-14",2016,"A"
"402",402,401,"Maine 2nd District - Poliquin vs. Cain","Press Herald/UNH","Poliquin 45, Cain 35",10,"2016-09-25",2016,"unknown"
"403",403,402,"Maine 1st District - Holbrook vs. Pingree","Press Herald/UNH","Pingree 64, Holbrook 22",42,"2016-09-25",2016,"unknown"
"404",404,403,"Iowa 1st District - Blum vs. Vernon","Loras","Blum 45, Vernon 38",7,"2016-09-27",2016,"B-"
"405",405,404,"Iowa 3rd District - Young vs. Mowrer","Loras","Young 46, Mowrer 36",10,"2016-09-27",2016,"B-"
"406",406,405,"New York 1st District - Zeldin vs. Throne-Holst","Newsday/Siena","Zeldin 53, Throne-Holst 38",15,"2016-10-08",2016,"A"
"407",407,406,"New York 3rd District - Martins vs. Suozzi","Newsday/Siena","Suozzi 50, Martins 34",16,"2016-10-08",2016,"A"
"408",408,407,"Florida 13th District - Jolly vs. Crist","Univ. of North Florida","Crist 54, Jolly 36",18,"2016-10-13",2016,"unknown"
"409",409,408,"Minnesota 3rd District - Paulsen vs. Bonoff","KSTP/SurveyUSA","Paulsen 49, Bonoff 38",11,"2016-10-17",2016,"A"
"410",410,409,"Minnesota 2nd District - Lewis vs. Craig","KSTP/SurveyUSA","Craig 46, Lewis 41",5,"2016-10-17",2016,"A"
"411",411,410,"New Hampshire 1st District - Guinta vs. Shea-Porter","WMUR/UNH*","Shea-Porter 44, Guinta 32",12,"2016-10-21",2016,"unknown"
"412",412,411,"New Hampshire 2nd District - Lawrence vs. Kuster","WMUR/UNH*","Kuster 54, Lawrence 24",30,"2016-10-21",2016,"unknown"
"413",413,412,"Minnesota 8th District - Mills vs. Nolan","KSTP/SurveyUSA","Mills 45, Nolan 41",4,"2016-10-24",2016,"A"
"414",414,413,"New Hampshire 1st District - Guinta vs. Shea-Porter","UMass Amherst/WBZ*","Shea-Porter 41, Guinta 37",4,"2016-10-25",2016,"unknown"
"415",415,414,"New Hampshire 2nd District - Lawrence vs. Kuster","UMass Amherst/WBZ*","Kuster 53, Lawrence 42",11,"2016-10-25",2016,"unknown"
"416",416,415,"Montana At-Large District - Zinke vs. Juneau","Montana State U.","Zinke 50, Juneau 31",19,"2016-10-26",2016,"B+"
"417",417,416,"Maine 1st District - Holbrook vs. Pingree","Press Herald/UNH","Pingree 61, Holbrook 28",33,"2016-10-30",2016,"unknown"
"418",418,417,"Maine 2nd District - Poliquin vs. Cain","Press Herald/UNH","Poliquin 44, Cain 46",2,"2016-10-30",2016,"unknown"
"419",419,418,"New York 19th District - Faso vs. Teachout","WNYT-TV/SurveyUSA","Teachout 45, Faso 42",3,"2016-10-31",2016,"A"
"420",420,419,"New Hampshire 2nd District - Lawrence vs. Kuster","WMUR/UNH","Kuster 48, Lawrence 34",14,"2016-10-31",2016,"unknown"
"421",421,420,"New Hampshire 1st District - Guinta vs. Shea-Porter","WMUR/UNH*","Shea-Porter 37, Guinta 32",5,"2016-10-31",2016,"unknown"
"422",422,421,"Indiana 9th District - Hollingsworth vs. Yoder","WTHR/Howey Politics","Hollingsworth 44, Yoder 42",2,"2016-11-04",2016,"B-"
"423",423,422,"Iowa 1st District - Blum vs. Vernon","Loras","Blum 47, Vernon 41",6,"2016-11-05",2016,"B-"
"424",424,423,"Iowa 3rd District - Young vs. Mowrer","Loras","Young 44, Mowrer 39",5,"2016-11-05",2016,"B-"
"425",425,424,"Georgia 6th District Special Election","WXIA-TV/SurveyUSA","Ossoff 43, Handel 15, Gray 14, Moody 7, Hill 5, Abroms 2, Slotin",28,"2017-04-04",2017,"A"
"426",426,425,"Georgia 6th District Special Election","FOX 5 Atlanta/Opinion Savvy","Ossoff 42, Handel 21, Gray 11, Moody 9, Hill 11, Abroms 1, Slotin",21,"2017-04-14",2017,"C+"
"427",427,426,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","FOX 5 Atlanta/Opinion Savvy","Ossoff 44, Handel 42",2,"2017-04-14",2017,"C+"
"428",428,427,"Georgia 6th District Special Election","WSB-TV/Landmark","Ossoff 45, Handel 17, Gray 9, Moody 8, Hill 8, Abroms 2, Slotin",28,"2017-04-15",2017,"B"
"429",429,428,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","Emerson","Ossoff 47, Handel 49",2,"2017-04-17",2017,"B+"
"430",430,429,"Georgia 6th District Special Election","Emerson","Ossoff 43, Handel 17, Gray 15, Moody 9, Hill 6, Abroms 2, Slotin 2",26,"2017-04-17",2017,"B+"
"431",431,430,"Georgia 6th District Special Election","Clout Research (R)","Ossoff 41, Handel 15, Gray 17, Moody 9, Hill 10, Abroms 3, Slotin 1",24,"2017-04-17",2017,"C"
"432",432,431,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","Landmark Communications","Ossoff 47, Handel 49",2,"2017-05-06",2017,"B"
"433",433,432,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","Gravis","Ossoff 47, Handel 45",2,"2017-05-14",2017,"C+"
"434",434,433,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","WXIA-TV/SurveyUSA","Ossoff 51, Handel 44",7,"2017-05-22",2017,"A"
"435",435,434,"2017 Montana At-Large District Special Election - Gianforte vs. Quist vs. Wicks","Gravis","Gianforte 49, Quist 35, Wicks 8",14,"2017-05-22",2017,"C+"
"436",436,435,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","WSB-TV/Landmark","Handel 48, Ossoff 49",1,"2017-06-02",2017,"B"
"437",437,436,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","WSB-TV/Landmark","Handel 47, Ossoff 50",3,"2017-06-08",2017,"B"
"438",438,437,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","Atlanta Journal-Constitution","Handel 44, Ossoff 51",7,"2017-06-09",2017,"unknown"
"439",439,438,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","WXIA-TV/SurveyUSA","Handel 47, Ossoff 47",0,"2017-06-13",2017,"A"
"440",440,439,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","Trafalgar Group (R)","Handel 47, Ossoff 50",3,"2017-06-14",2017,"C"
"441",441,440,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","FOX 5 Atlanta/Opinion Savvy","Handel 49, Ossoff 50",1,"2017-06-17",2017,"C+"
"442",442,441,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","WSB-TV/Landmark","Handel 48, Ossoff 50",2,"2017-06-17",2017,"B"
"443",443,442,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","WSB-TV/Landmark","Handel 49, Ossoff 49",0,"2017-06-19",2017,"B"
"444",444,443,"Georgia 6th District Run-Off Election - Handel vs. Ossoff","Trafalgar Group (R)","Handel 51, Ossoff 49",2,"2017-06-19",2017,"C"
"445",445,444,"Pennsylvania 18th District Special Election - Saccone vs. Lamb","Gravis","Saccone 46, Lamb 34",12,"2018-01-08",2018,"C+"
"446",446,445,"Pennsylvania 18th District Special Election - Saccone vs. Lamb","Monmouth","Lamb 46, Saccone 49",3,"2018-02-15",2018,"A+"
"447",447,446,"Pennsylvania 18th District Special Election - Saccone vs. Lamb","Gravis","Lamb 40, Saccone 46",6,"2018-02-18",2018,"C+"
"448",448,447,"Pennsylvania 18th District Special Election - Saccone vs. Lamb","Emerson","Lamb 48, Saccone 45",3,"2018-03-05",2018,"B+"
"449",449,448,"Pennsylvania 18th District Special Election - Saccone vs. Lamb","Gravis","Lamb 42, Saccone 45",3,"2018-03-07",2018,"C+"
"450",450,449,"Pennsylvania 18th District Special Election - Saccone vs. Lamb","Monmouth","Lamb 51, Saccone 45",6,"2018-03-12",2018,"A+"
"451",451,450,"Michigan 8th District - Bishop vs. Slotkin","Target Insyght","Bishop 45, Slotkin 39",6,"2018-04-08",2018,"C"
"452",452,451,"Arizona 8th District Special Election - Lesko vs. Tipirneni","OH Predictive Insights","Lesko 53, Tipirneni 43",10,"2018-04-12",2018,"C+"
"453",453,452,"Arizona 8th District Special Election - Lesko vs. Tipirneni","Emerson","Lesko 45, Tipirneni 46",1,"2018-04-16",2018,"B+"
"454",454,453,"Arizona 8th District Special Election - Lesko vs. Tipirneni","Emerson","Lesko 49, Tipirneni 43",6,"2018-04-23",2018,"B+"
"455",455,454,"South Dakota At-Large District - Republican Primary","Mason-Dixon","Johnson 41, Krebs 23, Tapio 13",18,"2018-05-30",2018,"B+"
"456",456,455,"California 49th District - Open Primary","SurveyUSA","Harkey 24, Applegate 11, Jacobs 11, Levin 10, Chavez 8, Kerr 8, Maryott 6, Gaspar 5",13,"2018-06-02",2018,"A"
"457",457,456,"Pennsylvania 1st District - Fitzpatrick vs. Wallace","Monmouth","Fitzpatrick 48, Wallace 47",1,"2018-06-04",2018,"A+"
"458",458,457,"New York 11th District - Republican Primary","Siena","Donovan 37, Grimm 47",10,"2018-06-05",2018,"A"
"459",459,458,"Utah 4th District - Love vs. McAdams","UtahPolicy/Dan Jones","Love 47, McAdams 43",4,"2018-06-06",2018,"C+"
"460",460,459,"Ohio 12th District Special Election - Balderson vs. O'Connor","Monmouth","Balderson 48, O'Connor 39",9,"2018-06-11",2018,"A+"
"461",461,460,"Ohio 12th District Special Election - Balderson vs. O'Connor","JMC Analytics","Balderson 46, O'Connor 35",11,"2018-06-17",2018,"unknown"
"462",462,461,"Montana At-Large District - Gianforte vs. Williams","Gravis","Williams 49, Gianforte 43",6,"2018-06-19",2018,"C+"
"463",463,462,"West Virginia 3rd District - Miller vs. Ojeda","Monmouth","Ojeda 47, Miller 41",6,"2018-06-20",2018,"A+"
"464",464,463,"New York 11th District - Republican Primary","Remington Research (R)","Donovan 47, Grimm 40",7,"2018-06-22",2018,"C"
"465",465,464,"Virginia 10th District - Comstock vs. Wexton","Monmouth","Wexton 50, Comstock 41",9,"2018-06-26",2018,"A+"
"466",466,465,"New Jersey 11th District - Webber vs. Sherrill","Monmouth","Sherrill 44, Webber 40",4,"2018-06-27",2018,"A+"
"467",467,466,"Utah 4th District - Love vs. McAdams","Salt Lake Tribune","Love 45, McAdams 39",6,"2018-06-28",2018,"unknown"
"468",468,467,"North Carolina 9th District - Harris vs. McCready","Civitas (R)*","McCready 43, Harris 36",7,"2018-07-11",2018,"unknown"
"469",469,468,"California 48th District - Rohrabacher vs. Rouda","Monmouth","Rouda 47, Rohrabacher 45",2,"2018-07-17",2018,"A+"
"470",470,469,"Pennsylvania 17th District - Rothfus vs. Lamb","Monmouth","Lamb 53, Rothfus 40",13,"2018-07-24",2018,"A+"
"471",471,470,"Ohio 12th District Special Election - Balderson vs. O'Connor","Monmouth*","Balderson 46, O'Connor 45",1,"2018-08-01",2018,"A+"
"472",472,471,"Ohio 12th District Special Election - Balderson vs. O'Connor","Emerson","Balderson 46, O'Connor 47",1,"2018-08-06",2018,"B+"
"473",473,472,"New Jersey 3rd District - MacArthur vs. Kim","Monmouth","Kim 45, MacArthur 44",1,"2018-08-14",2018,"A+"
"474",474,473,"New York 24th District - Katko vs. Balter","Siena","Katko 54, Balter 39",15,"2018-08-27",2018,"A"
"475",475,474,"California 50th District - Hunter vs. Campa-Najjar","KGTV-TV/SurveyUSA","Hunter 47, Campa-Najjar 39",8,"2018-08-27",2018,"A"
"476",476,475,"New York 22nd District - Tenney vs. Brindisi","Siena","Brindisi 46, Tenney 44",2,"2018-08-29",2018,"A"
"477",477,476,"New York 19th District - Faso vs. Delgado","Siena","Delgado 40, Faso 45",5,"2018-08-30",2018,"A"
"478",478,477,"Illinois 12th District - Bost vs. Kelly","NY Times/Siena","Bost 44, Kelly 43",1,"2018-09-07",2018,"A"
"479",479,478,"Illinois 6th District - Roskam vs. Casten","NY Times/Siena","Roskam 45, Casten 44",1,"2018-09-07",2018,"A"
"480",480,479,"California 48th District - Rohrabacher vs. Rouda","NY Times/Siena","Rouda 45, Rohrabacher 45",0,"2018-09-07",2018,"A"
"481",481,480,"Utah 4th District - Love vs. McAdams","UtahPolicy/Dan Jones","Love 49, McAdams 46",3,"2018-09-07",2018,"C+"
"482",482,481,"Kentucky 6th District - Barr vs. McGrath","NY Times/Siena","Barr 47, McGrath 46",1,"2018-09-08",2018,"A"
"483",483,482,"Minnesota 8th District - Stauber vs. Radinovich","NY Times/Siena","Radinovich 44, Stauber 43",1,"2018-09-09",2018,"A"
"484",484,483,"Minnesota 3rd District - Paulsen vs. Phillips","NY Times/Siena","Phillips 51, Paulsen 42",9,"2018-09-10",2018,"A"
"485",485,484,"Iowa 1st District - Blum vs. Finkenauer","Emerson","Finkenauer 43, Blum 38",5,"2018-09-10",2018,"B+"
"486",486,485,"Iowa 2nd District - Peters vs. Loebsack","Emerson","Loebsack 45, Peters 21",24,"2018-09-10",2018,"B+"
"487",487,486,"Iowa 3rd District - Young vs. Axne","Emerson","Axne 31, Young 47",16,"2018-09-10",2018,"B+"
"488",488,487,"Iowa 3rd District - Young vs. Axne","Emerson","Young 47, Axne 31",16,"2018-09-10",2018,"B+"
"489",489,488,"West Virginia 3rd District - Miller vs. Ojeda","NY Times/Siena","Miller 48, Ojeda 40",8,"2018-09-11",2018,"A"
"490",490,489,"West Virginia 3rd District - Miller vs. Ojeda","NY Times/Siena","Ojeda 40, Miller 48",8,"2018-09-11",2018,"A"
"491",491,490,"Texas 23rd District - Hurd vs. Ortiz Jones","NY Times/Siena","Hurd 51, Ortiz Jones 43",8,"2018-09-12",2018,"A"
"492",492,491,"New York 19th District - Faso vs. Delgado","Monmouth","Delgado 48, Faso 45",3,"2018-09-12",2018,"A+"
"493",493,492,"Pennsylvania 7th District - Nothstein vs. Wild","Monmouth*","Wild 47, Nothstein 45",2,"2018-09-13",2018,"A+"
"494",494,493,"Virginia 7th District - Brat vs. Spanberger","NY Times/Siena","Brat 47, Spanberger 43",4,"2018-09-13",2018,"A"
"495",495,494,"North Carolina 2nd District - Holding vs. Coleman","Civitas (R)/SurveyUSA*","Coleman 44, Holding 43",1,"2018-09-13",2018,"A"
"496",496,495,"Wisconsin 1st District - Steil vs. Bryce","NY Times/Siena","Steil 50, Bryce 44",6,"2018-09-14",2018,"A"
"497",497,496,"Colorado 6th District - Coffman vs. Crow","NY Times/Siena","Crow 51, Coffman 40",11,"2018-09-15",2018,"A"
"498",498,497,"Maine 2nd District - Poliquin vs. Golden","NY Times/Siena","Poliquin 47, Golden 42",5,"2018-09-15",2018,"A"
"499",499,498,"Kansas 2nd Congressional District - Watkins vs. Davis","NY Times/Siena","Davis 45, Watkins 44",1,"2018-09-16",2018,"A"
"500",500,499,"New Mexico 1st District - Arnold-Jones vs. Haaland","Albuquerque Journal*","Haaland 49, Arnold-Jones 41",8,"2018-09-16",2018,"unknown"
"501",501,500,"New Mexico 2nd District - Herrell vs. Small","Albuquerque Journal","Small 41, Herrell 48",7,"2018-09-16",2018,"unknown"
"502",502,501,"West Virginia 3rd District - Miller vs. Ojeda","Emerson","Ojeda 36, Miller 31",5,"2018-09-17",2018,"B+"
"503",503,502,"California 39th District - Kim vs. Cisneros","Monmouth","Cisneros 41, Kim 51",10,"2018-09-18",2018,"A+"
"504",504,503,"Florida 26th District - Curbelo vs. Mucarsel-Powell","NY Times/Siena","Curbelo 47, Mucarsel-Powell 44",3,"2018-09-18",2018,"A"
"505",505,504,"Texas 7th District - Culberson vs. Fletcher","NY Times/Siena","Culberson 48, Fletcher 45",3,"2018-09-19",2018,"A"
"506",506,505,"New Mexico 2nd District - Herrell vs. Small","NY Times/Siena","Small 46, Herrell 45",1,"2018-09-19",2018,"A"
"507",507,506,"New Jersey 2nd District - Grossman vs. Van Drew","Stockton University","Van Drew 55, Grossman 32",23,"2018-09-19",2018,"B+"
"508",508,507,"New Jersey 7th District - Lance vs. Malinowski","Monmouth","Malinowski 46, Lance 43",3,"2018-09-20",2018,"A+"
"509",509,508,"California 25th District - Knight vs. Hill","NY Times/Siena","Hill 45, Knight 47",2,"2018-09-20",2018,"A"
"510",510,509,"Iowa 1st District - Blum vs. Finkenauer","NY Times/Siena","Finkenauer 52, Blum 37",15,"2018-09-21",2018,"A"
"511",511,510,"Kansas 3rd District - Yoder vs. Davids","NY Times/Siena","Davids 51, Yoder 43",8,"2018-09-24",2018,"A"
"512",512,511,"California 49th District - Harkey vs. Levin","NY Times/Siena","Levin 51, Harkey 41",10,"2018-09-24",2018,"A"
"513",513,512,"Texas 32nd District - Sessions vs. Allred","NY Times/Siena","Sessions 48, Allred 47",1,"2018-09-25",2018,"A"
"514",514,513,"Montana At-Large District - Gianforte vs. Williams","Gravis","Gianforte 51, Williams 42",9,"2018-09-25",2018,"C+"
"515",515,514,"Virginia 7th District - Brat vs. Spanberger","Monmouth","Brat 47, Spanberger 47",0,"2018-09-25",2018,"A+"
"516",516,515,"Minnesota 2nd District - Lewis vs. Craig","KSTP/SurveyUSA","Craig 48, Lewis 45",3,"2018-09-26",2018,"A"
"517",517,516,"California 21st District - Valadao vs. Cox","ABC 30/SurveyUSA","Valadao 50, Cox 39",11,"2018-09-26",2018,"A"
"518",518,517,"Pennsylvania 7th District - Nothstein vs. Wild","NY Times/Siena","Wild 50, Nothstein 42",8,"2018-09-26",2018,"A"
"519",519,518,"California 45th District - Walters vs. Porter","NY Times/Siena","Porter 48, Walters 43",5,"2018-09-26",2018,"A"
"520",520,519,"Nebraska 2nd District - Bacon vs. Eastman","NY Times/Siena","Bacon 51, Eastman 42",9,"2018-09-27",2018,"A"
"521",521,520,"New Jersey 3rd District - MacArthur vs. Kim","NY Times/Siena","Kim 49, MacArthur 39",10,"2018-09-27",2018,"A"
"522",522,521,"Washington 8th District - Rossi vs. Schrier","NY Times/Siena","Schrier 46, Rossi 45",1,"2018-09-27",2018,"A"
"523",523,522,"California 50th District - Hunter vs. Campa-Najjar","Monmouth","Hunter 53, Campa-Najjar 38",15,"2018-09-27",2018,"A+"
"524",524,523,"California 22nd District - Nunes vs. Janz","ABC 30/SurveyUSA","Nunes 55, Janz 41",14,"2018-09-27",2018,"A"
"525",525,524,"Kansas 2nd Congressional District - Watkins vs. Davis","Emerson*","Davis 35, Watkins 31",4,"2018-10-01",2018,"B+"
"526",526,525,"Kansas 3rd District - Yoder vs. Davids","Emerson*","Davids 47, Yoder 41",6,"2018-10-01",2018,"B+"
"527",527,526,"Iowa 3rd District - Young vs. Axne","NY Times/Siena","Axne 44, Young 43",1,"2018-10-01",2018,"A"
"528",528,527,"Ohio 1st District - Chabot vs. Pureval","NY Times/Siena","Chabot 50, Pureval 41",9,"2018-10-02",2018,"A"
"529",529,528,"Virginia 10th District - Comstock vs. Wexton","Monmouth","Wexton 50, Comstock 44",6,"2018-10-02",2018,"A+"
"530",530,529,"Oklahoma 5th District - Russell vs. Horn","Sooner Poll","Russell 47, Horn 37",10,"2018-10-02",2018,"unknown"
"531",531,530,"Pennsylvania 1st District - Fitzpatrick vs. Wallace","Monmouth","Fitzpatrick 50, Wallace 46",4,"2018-10-03",2018,"A+"
"532",532,531,"Pennsylvania 10th District - Perry vs. Scott","PPP (D)","Perry 44, Scott 43",1,"2018-10-03",2018,"B"
"533",533,532,"Minnesota 3rd District - Paulsen vs. Phillips","KSTP/SurveyUSA","Phillips 49, Paulsen 44",5,"2018-10-03",2018,"A"
"534",534,533,"Michigan 8th District - Bishop vs. Slotkin","NY Times/Siena","Bishop 47, Slotkin 44",3,"2018-10-04",2018,"A"
"535",535,534,"Arizona 2nd District - Peterson vs. Kirkpatrick","NY Times/Siena","Kirkpatrick 50, Peterson 39",11,"2018-10-04",2018,"A"
"536",536,535,"Minnesota 2nd District - Lewis vs. Craig","NY Times/Siena","Craig 51, Lewis 39",12,"2018-10-04",2018,"A"
"537",537,536,"Virginia 2nd District - Taylor vs. Luria","NY Times/Siena","Taylor 49, Luria 41",8,"2018-10-04",2018,"A"
"538",538,537,"Virginia 10th District - Comstock vs. Wexton","Christopher Newport Univ.","Wexton 51, Comstock 44",7,"2018-10-04",2018,"B+"
"539",539,538,"Florida 16th District - Buchanan vs. Shapiro","UNF","Buchanan 49, Shapiro 40",9,"2018-10-04",2018,"unknown"
"540",540,539,"California 39th District - Kim vs. Cisneros","Berkeley IGS","Cisneros 49, Kim 48",1,"2018-10-05",2018,"unknown"
"541",541,540,"California 45th District - Walters vs. Porter","Berkeley IGS","Porter 52, Walters 45",7,"2018-10-05",2018,"unknown"
"542",542,541,"California 48th District - Rohrabacher vs. Rouda","Berkeley IGS","Rouda 48, Rohrabacher 48",0,"2018-10-05",2018,"unknown"
"543",543,542,"California 49th District - Harkey vs. Levin","Berkeley IGS","Levin 55, Harkey 41",14,"2018-10-05",2018,"unknown"
"544",544,543,"California 10th District - Denham vs. Harder","Berkeley IGS","Harder 50, Denham 45",5,"2018-10-05",2018,"unknown"
"545",545,544,"California 25th District - Knight vs. Hill","Berkeley IGS","Hill 50, Knight 46",4,"2018-10-05",2018,"unknown"
"546",546,545,"California 50th District - Hunter vs. Campa-Najjar","Berkeley IGS","Hunter 49, Campa-Najjar 47",2,"2018-10-05",2018,"unknown"
"547",547,546,"California 22nd District - Nunes vs. Janz","Berkeley IGS","Nunes 53, Janz 45",8,"2018-10-05",2018,"unknown"
"548",548,547,"North Carolina 9th District - Harris vs. McCready","NY Times/Siena","McCready 42, Harris 47",5,"2018-10-06",2018,"A"
"549",549,548,"Michigan 11th District - Epstein vs. Stevens","NY Times/Siena","Stevens 45, Epstein 38",7,"2018-10-08",2018,"A"
"550",550,549,"North Carolina 9th District - Harris vs. McCready","Civitas (R)/SurveyUSA*","McCready 45, Harris 41",4,"2018-10-08",2018,"A"
"551",551,550,"North Carolina 13th District - Budd vs. Manning","NY Times/Siena","Budd 47, Manning 41",6,"2018-10-08",2018,"A"
"552",552,551,"Illinois 14th District - Hultgren vs. Underwood","NY Times/Siena","Hultgren 47, Underwood 43",4,"2018-10-09",2018,"A"
"553",553,552,"New York 1st District - Zeldin vs. Gershon","NY Times/Siena","Zeldin 49, Gershon 41",8,"2018-10-09",2018,"A"
"554",554,553,"Virginia 10th District - Comstock vs. Wexton","Washington Post","Wexton 55, Comstock 43",12,"2018-10-09",2018,"A+"
"555",555,554,"Florida 16th District - Buchanan vs. Shapiro","POS (R)","Buchanan 52, Shapiro 42",10,"2018-10-09",2018,"A+"
"556",556,555,"Pennsylvania 16th District - Kelly vs. DiNicola","NY Times/Siena","Kelly 50, DiNicola 42",8,"2018-10-09",2018,"A"
"557",557,556,"New Jersey 11th District - Webber vs. Sherrill","Monmouth","Sherrill 48, Webber 44",4,"2018-10-09",2018,"A+"
"558",558,557,"Pennsylvania 17th District - Rothfus vs. Lamb","Monmouth","Lamb 54, Rothfus 42",12,"2018-10-10",2018,"A+"
"559",559,558,"Washington 8th District - Rossi vs. Schrier","Elway Poll","Rossi 49, Schrier 39",10,"2018-10-11",2018,"unknown"
"560",560,559,"Florida 27th District - Salazar vs. Shalala","Mason-Dixon","Shalala 42, Salazar 44",2,"2018-10-12",2018,"B+"
"561",561,560,"Minnesota 8th District - Stauber vs. Radinovich","NY Times/Siena","Stauber 49, Radinovich 34",15,"2018-10-15",2018,"A"
"562",562,561,"Virginia 2nd District - Taylor vs. Luria","Christopher Newport Univ.","Taylor 50, Luria 43",7,"2018-10-15",2018,"B+"
"563",563,562,"Pennsylvania 1st District - Fitzpatrick vs. Wallace","NY Times/Siena","Fitzpatrick 43, Wallace 50",7,"2018-10-15",2018,"A"
"564",564,563,"North Carolina 13th District - Budd vs. Manning","Civitas (R)/SurveyUSA*","Budd 44, Manning 41",3,"2018-10-15",2018,"A"
"565",565,564,"Nevada 3rd District - Tarkanian vs. Lee","Emerson*","Lee 41, Tarkanian 39",2,"2018-10-15",2018,"B+"
"566",566,565,"Nevada 4th District - Hardy vs. Horsford","Emerson*","Horsford 36, Hardy 34",2,"2018-10-15",2018,"B+"
"567",567,566,"New Hampshire 1st District - Edwards vs. Pappas","Emerson*","Pappas 40, Edwards 35",5,"2018-10-15",2018,"B+"
"568",568,567,"New Hampshire 2nd District - Negron vs. Kuster","Emerson*","Kuster 44, Negron 25",19,"2018-10-15",2018,"B+"
"569",569,568,"Florida 26th District - Curbelo vs. Mucarsel-Powell","Mason-Dixon","Mucarsel-Powell 45, Curbelo 46",1,"2018-10-16",2018,"B+"
"570",570,569,"Utah 4th District - Love vs. McAdams","Salt Lake Tribune","McAdams 46, Love 46",0,"2018-10-16",2018,"unknown"
"571",571,570,"West Virginia 3rd District - Miller vs. Ojeda","Monmouth","Miller 48, Ojeda 45",3,"2018-10-16",2018,"A+"
"572",572,571,"New York 27th District - Collins vs. McMurray","Siena","Collins 46, McMurray 43",3,"2018-10-16",2018,"A"
"573",573,572,"New Jersey 3rd District - MacArthur vs. Kim","Stockton University","MacArthur 47, Kim 45",2,"2018-10-16",2018,"B+"
"574",574,573,"Virginia 10th District - Comstock vs. Wexton","NY Times/Siena","Wexton 48, Comstock 41",7,"2018-10-17",2018,"A"
"575",575,574,"Kansas 3rd District - Yoder vs. Davids","NY Times/Siena","Davids 48, Yoder 39",9,"2018-10-18",2018,"A"
"576",576,575,"Colorado 6th District - Coffman vs. Crow","NY Times/Siena","Crow 47, Coffman 38",9,"2018-10-18",2018,"A"
"577",577,576,"Florida 15th District - Spano vs. Carlson","Bay News 9/SurveyUSA","Spano 45, Carlson 45",0,"2018-10-18",2018,"A"
"578",578,577,"Michigan 11th District - Epstein vs. Stevens","Target-Insyght/MIRS","Stevens 48, Epstein 48",0,"2018-10-19",2018,"unknown"
