,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
1524,West Virginia Senate - Capito vs. Tennant,The West Virginia Poll,"Capito 49, Tennant 38",Capito +11,2014-05-27,2014.0
1525,Hawaii Senate - Democratic Primary (Aug. 9),Honolulu Civil Beat/MRG,"Schatz 44, Hanabusa 39",Schatz +5,2014-05-27,2014.0
1526,Oregon Senate - Wehby vs. Merkley,Rasmussen Reports,"Merkley 47, Wehby 37",Merkley +10,2014-05-25,2014.0
1527,Georgia Senate - Perdue vs. Nunn,Rasmussen Reports,"Perdue 42, Nunn 45",Nunn +3,2014-05-23,2014.0
1528,Georgia Senate - Kingston vs. Nunn,Rasmussen Reports,"Nunn 47, Kingston 41",Nunn +6,2014-05-23,2014.0
1529,Iowa Senate - Republican Primary (June 3),PPP (D),"Ernst 34, Jacobs 18, Clovis 14, Whitaker 6",Ernst +16,2014-05-21,2014.0
1530,Iowa Senate - Ernst vs. Braley,PPP (D),"Ernst 39, Braley 45",Braley +6,2014-05-21,2014.0
1531,Iowa Senate - Jacobs vs. Braley,PPP (D),"Braley 42, Jacobs 36",Braley +6,2014-05-21,2014.0
1532,Iowa Senate - Clovis vs. Braley,PPP (D),"Braley 43, Clovis 34",Braley +9,2014-05-21,2014.0
1533,Iowa Senate - Whitaker vs. Braley,PPP (D),"Braley 43, Whitaker 36",Braley +7,2014-05-21,2014.0
1534,Mississippi Senate - GOP Primary (June 3),The Polling Company (R),"McDaniel 43, Cochran 39",McDaniel +4,2014-05-19,2014.0
1535,Georgia Senate - Republican Primary (May 20),InsiderAdvantage,"Perdue 26, Kingston 17, Handel 17, Broun 10, Gingrey 11",Perdue +9,2014-05-19,2014.0
1536,West Virginia Senate - Capito vs. Tennant,Rasmussen Reports,"Capito 48, Tennant 39",Capito +9,2014-05-19,2014.0
1537,Kentucky Senate - GOP Primary (May 20),Human Events (R)*,"McConnell 48, Bevin 34",McConnell +14,2014-05-19,2014.0
1538,Kentucky Senate - GOP Primary (May 20),Courier-Journal/SurveyUSA,"McConnell 55, Bevin 35",McConnell +20,2014-05-17,2014.0
1539,Kentucky Senate - McConnell vs. Grimes,Courier-Journal/SurveyUSA*,"McConnell 42, Grimes 43",Grimes +1,2014-05-17,2014.0
1540,Nebraska Senate - Sasse vs. Domina,Rasmussen Reports,"Sasse 51, Domina 34",Sasse +17,2014-05-16,2014.0
1541,Georgia Senate - Republican Primary (May 20),InsiderAdvantage,"Perdue 27, Kingston 19, Handel 17, Broun 10, Gingrey 9",Perdue +8,2014-05-15,2014.0
1542,Iowa Senate - Republican Primary (June 3),Loras College,"Ernst 31, Jacobs 19, Clovis 10, Whitaker 7",Ernst +12,2014-05-15,2014.0
1543,Oklahoma Senate - GOP Primary (June 24),Sooner Poll/News 9/News on 6,"Lankford 34, Shannon 32, Brogdon 5",Lankford +2,2014-05-15,2014.0
1544,South Dakota Senate - Rounds vs. Weiland vs. Pressler,SurveyUSA*,"Rounds 44, Weiland 30, Pressler 17",Rounds +14,2014-05-15,2014.0
1545,Georgia Senate - Republican Primary (May 20),SurveyUSA,"Perdue 27, Kingston 19, Handel 16, Broun 10, Gingrey 10",Perdue +8,2014-05-13,2014.0
1546,Georgia Senate - Republican Primary (May 20),Saint Leo University,"Perdue 26, Kingston 16, Handel 15, Broun 13, Gingrey 8",Perdue +10,2014-05-13,2014.0
1547,Alaska Senate - Republican Primary (Aug. 19),PPP (D),"Sullivan 40, Treadwell 26, Miller 14",Sullivan +14,2014-05-13,2014.0
1548,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Tillis 41, Hagan 41",Tie,2014-05-13,2014.0
1549,Alaska Senate - Sullivan vs. Begich,PPP (D)**,"Sullivan 37, Begich 42",Begich +5,2014-05-13,2014.0
1550,Alaska Senate - Treadwell vs. Begich,PPP (D)**,"Begich 41, Treadwell 33",Begich +8,2014-05-13,2014.0
1551,Alaska Senate - Miller vs. Begich,PPP (D)**,"Begich 43, Miller 27",Begich +16,2014-05-13,2014.0
1552,Georgia Senate - Perdue vs. Nunn,Saint Leo University,"Perdue 41, Nunn 37",Perdue +4,2014-05-13,2014.0
1553,Georgia Senate - Kingston vs. Nunn,Saint Leo University,"Nunn 39, Kingston 38",Nunn +1,2014-05-13,2014.0
1554,Georgia Senate - Handel vs. Nunn,Saint Leo University,"Nunn 39, Handel 38",Nunn +1,2014-05-13,2014.0
1555,Georgia Senate - Broun vs. Nunn,Saint Leo University,"Nunn 42, Broun 38",Nunn +4,2014-05-13,2014.0
1556,Georgia Senate - Gingrey vs. Nunn,Saint Leo University,"Nunn 42, Gingrey 36",Nunn +6,2014-05-13,2014.0
1557,South Dakota Senate - Rounds vs. Weiland,SurveyUSA**,"Rounds 44, Weiland 30",Rounds +14,2014-05-15,2014.0
1558,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 41, Tillis 41",Tie,2014-05-13,2014.0
1559,Nebraska Senate - Republican Primary (May 13),Magellan Strategies (R),"Sasse 38, Dinsdale 24, Osborn 20",Sasse +14,2014-05-12,2014.0
1560,Georgia Senate - Republican Primary (May 20),NBC News/Marist,"Perdue 23, Kingston 18, Handel 14, Broun 11, Gingrey 11",Perdue +5,2014-05-12,2014.0
1561,Kentucky Senate - GOP Primary (May 20),NBC News/Marist,"McConnell 57, Bevin 25",McConnell +32,2014-05-12,2014.0
1562,Arkansas Senate - Cotton vs. Pryor,NBC News/Marist,"Pryor 51, Cotton 40",Pryor +11,2014-05-12,2014.0
1563,Kentucky Senate - McConnell vs. Grimes,NBC News/Marist,"McConnell 46, Grimes 45",McConnell +1,2014-05-12,2014.0
1564,Georgia Senate - Perdue vs. Nunn,NBC News/Marist,"Perdue 45, Nunn 41",Perdue +4,2014-05-12,2014.0
1565,Georgia Senate - Kingston vs. Nunn,NBC News/Marist,"Nunn 43, Kingston 43",Tie,2014-05-12,2014.0
1566,Georgia Senate - Handel vs. Nunn,NBC News/Marist,"Nunn 42, Handel 39",Nunn +3,2014-05-12,2014.0
1567,Georgia Senate - Broun vs. Nunn,NBC News/Marist,"Nunn 42, Broun 43",Broun +1,2014-05-12,2014.0
1568,Georgia Senate - Gingrey vs. Nunn,NBC News/Marist,"Nunn 44, Gingrey 42",Nunn +2,2014-05-12,2014.0
1569,New Hampshire Senate - Brown vs. Shaheen,Dartmouth,"Shaheen 39, Brown 36",Shaheen +3,2014-05-10,2014.0
1570,Georgia Senate - Perdue vs. Nunn,Atlanta Journal-Constitution,"Perdue 45, Nunn 46",Nunn +1,2014-05-10,2014.0
1571,Georgia Senate - Kingston vs. Nunn,Atlanta Journal-Constitution,"Nunn 50, Kingston 40",Nunn +10,2014-05-10,2014.0
1572,Georgia Senate - Handel vs. Nunn,Atlanta Journal-Constitution,"Nunn 49, Handel 41",Nunn +8,2014-05-10,2014.0
1573,Georgia Senate - Broun vs. Nunn,Atlanta Journal-Constitution,"Nunn 51, Broun 38",Nunn +13,2014-05-10,2014.0
1574,Georgia Senate - Gingrey vs. Nunn,Atlanta Journal-Constitution,"Nunn 52, Gingrey 37",Nunn +15,2014-05-10,2014.0
1575,Georgia Senate - Republican Primary (May 20),InsiderAdvantage,"Perdue 26, Kingston 17, Handel 18, Broun 12, Gingrey 11",Perdue +8,2014-05-09,2014.0
1576,North Carolina Senate - Tillis vs. Hagan,Rasmussen Reports,"Hagan 44, Tillis 45",Tillis +1,2014-05-09,2014.0
1577,Louisiana Senate Open Primary (Nov. 4),SMOR,"Landrieu 36, Cassidy 35, Maness 7, Hollis 4",Landrieu +1,2014-05-09,2014.0
1578,Oregon Senate - Republican Primary (May 20),Wenzel Strategies (R),"Wehby 43, Conger 22",Wehby +21,2014-05-07,2014.0
1579,Nebraska Senate - Republican Primary (May 13),Magellan Strategies (R),"Sasse 33, Dinsdale 27, Osborn 20",Sasse +6,2014-05-07,2014.0
1580,Iowa Senate - Ernst vs. Braley,CEA/Hickman Analytics (D),"Braley 44, Ernst 40",Braley +4,2014-05-07,2014.0
1581,Iowa Senate - Jacobs vs. Braley,CEA/Hickman Analytics (D),"Braley 43, Jacobs 42",Braley +1,2014-05-07,2014.0
1582,Kentucky Senate - McConnell vs. Grimes,CEA/Hickman Analytics (D),"McConnell 46, Grimes 45",McConnell +1,2014-05-07,2014.0
1583,Michigan Senate - Land vs. Peters,CEA/Hickman Analytics (D),"Peters 42, Land 37",Peters +5,2014-05-07,2014.0
1584,New Hampshire Senate - Brown vs. Shaheen,CEA/Hickman Analytics (D),"Shaheen 49, Brown 43",Shaheen +6,2014-05-07,2014.0
1585,Montana Senate - Daines vs. Walsh,CEA/Hickman Analytics (D),"Daines 49, Walsh 37",Daines +12,2014-05-07,2014.0
1586,Iowa Senate - Republican Primary (June 3),Harper (R),"Ernst 33, Jacobs 23, Clovis 14, Whitaker 3",Ernst +10,2014-05-06,2014.0
1587,North Carolina Senate - GOP Primary (May 6),PPP (D),"Tillis 40, Brannon 28, Harris 15, Grant 4",Tillis +12,2014-05-05,2014.0
1588,Oregon Senate - Wehby vs. Merkley,Vox Populi/Daily Caller (R),"Merkley 41, Wehby 45",Wehby +4,2014-05-02,2014.0
1589,Tennessee Senate - Alexander vs. Adams,Rasmussen Reports,"Alexander 50, Adams 26",Alexander +24,2014-05-02,2014.0
1590,Tennessee Senate - Alexander vs. Ball,Rasmussen Reports,"Alexander 51, Ball 25",Alexander +26,2014-05-02,2014.0
1591,Georgia Senate - Republican Primary (May 20),InsiderAdvantage,"Perdue 22, Kingston 17, Handel 21, Broun 14, Gingrey 12",Perdue +1,2014-05-01,2014.0
1592,Arkansas Senate - Cotton vs. Pryor,PPP (D),"Pryor 43, Cotton 42",Pryor +1,2014-04-30,2014.0
1593,Oklahoma Senate - GOP Primary (June 24),NSON Opinion Strategy,"Lankford 31, Shannon 32, Brogdon 4",Shannon +1,2014-04-30,2014.0
1594,Georgia Senate - Republican Primary (May 20),SurveyUSA,"Perdue 26, Kingston 20, Handel 15, Broun 13, Gingrey 6",Perdue +6,2014-04-29,2014.0
1595,North Carolina Senate - GOP Primary (May 6),PPP (D),"Tillis 46, Brannon 20, Harris 11, Grant 5",Tillis +26,2014-04-29,2014.0
1596,North Carolina Senate - Tillis vs. Hagan,Magellan Strategies (R),"Hagan 43, Tillis 43",Tie,2014-04-29,2014.0
1597,Louisiana Senate - Cassidy vs. Landrieu,Magellan Strategies (R),"Cassidy 44, Landrieu 42",Cassidy +2,2014-04-29,2014.0
1598,Alaska Senate - Sullivan vs. Begich,Magellan Strategies (R),"Sullivan 46, Begich 41",Sullivan +5,2014-04-29,2014.0
1599,Colorado Senate - Gardner vs. Udall,Magellan Strategies (R),"Udall 45, Gardner 42",Udall +3,2014-04-29,2014.0
1600,Michigan Senate - Land vs. Peters,Magellan Strategies (R),"Peters 46, Land 41",Peters +5,2014-04-29,2014.0
1601,Arkansas Senate - Cotton vs. Pryor,Magellan Strategies (R),"Pryor 43, Cotton 46",Cotton +3,2014-04-29,2014.0
1602,Iowa Senate - Jacobs vs. Braley,Magellan Strategies (R),"Braley 40, Jacobs 41",Jacobs +1,2014-04-29,2014.0
1603,Minnesota Senate - Ortman vs. Franken,Suffolk*,"Franken 44, Ortman 29",Franken +15,2014-04-29,2014.0
1604,Minnesota Senate - McFadden vs. Franken,Suffolk*,"Franken 44, McFadden 29",Franken +15,2014-04-29,2014.0
1605,Minnesota Senate - Abeler vs. Franken,Suffolk*,"Franken 45, Abeler 29",Franken +16,2014-04-29,2014.0
1606,Minnesota Senate - Dahlberg vs. Franken,Suffolk*,"Franken 45, Dahlberg 28",Franken +17,2014-04-29,2014.0
1607,Maine Senate - Collins vs. Bellows,Rasmussen Reports,"Collins 60, Bellows 24",Collins +36,2014-04-28,2014.0
1608,Colorado Senate - Gardner vs. Udall,Quinnipiac,"Udall 45, Gardner 44",Udall +1,2014-04-24,2014.0
1609,North Carolina Senate - GOP Primary (May 6),SurveyUSA/Civitas (R),"Tillis 39, Brannon 20, Harris 15, Grant 2",Tillis +19,2014-04-24,2014.0
1610,Nebraska Senate - Republican Primary (May 13),NSON Opinion Strategy,"Sasse 29, Dinsdale 13, Osborn 27",Sasse +2,2014-04-24,2014.0
1611,North Carolina Senate - Tillis vs. Hagan,NY Times/Kaiser,"Hagan 42, Tillis 40",Hagan +2,2014-04-23,2014.0
1612,North Carolina Senate - Brannon vs. Hagan,NY Times/Kaiser,"Brannon 39, Hagan 41",Hagan +2,2014-04-23,2014.0
1613,Arkansas Senate - Cotton vs. Pryor,NY Times/Kaiser,"Pryor 46, Cotton 36",Pryor +10,2014-04-23,2014.0
1614,Kentucky Senate - McConnell vs. Grimes,NY Times/Kaiser,"McConnell 44, Grimes 43",McConnell +1,2014-04-23,2014.0
1615,Louisiana Senate Open Primary (Nov. 4),NY Times/Kaiser,"Landrieu 42, Cassidy 18, Maness 4, Hollis 5",Landrieu +24,2014-04-23,2014.0
1616,Georgia Senate - Republican Primary (May 20),InsiderAdvantage,"Perdue 19, Kingston 15, Handel 13, Broun 11, Gingrey 9",Perdue +4,2014-04-18,2014.0
1617,Kansas Senate - Roberts vs. Taylor,Rasmussen Reports,"Roberts 50, Taylor 32",Roberts +18,2014-04-18,2014.0
1618,Kansas Senate - Roberts vs. Sebelius,Rasmussen Reports,"Roberts 54, Sebelius 37",Roberts +17,2014-04-18,2014.0
1619,Iowa Senate - Republican Primary (June 3),WFB/The Polling Company (R),"Ernst 23, Jacobs 20, Clovis 6, Whitaker 7",Ernst +3,2014-04-17,2014.0
1620,Texas Senate - Cornyn vs. Alameel,PPP (D),"Cornyn 49, Alameel 32",Cornyn +17,2014-04-15,2014.0
1621,Michigan Senate - Land vs. Peters,Mitchell Research,"Peters 38, Land 44",Land +6,2014-04-15,2014.0
1622,Iowa Senate - Republican Primary (June 3),Loras College,"Ernst 18, Jacobs 19, Clovis 7, Whitaker 4",Jacobs +1,2014-04-14,2014.0
1623,Illinois Senate - Oberweis vs. Durbin,Rasmussen Reports,"Durbin 51, Oberweis 37",Durbin +14,2014-04-11,2014.0
1624,New Hampshire Senate - Brown vs. Shaheen,WMUR/UNH,"Shaheen 45, Brown 39",Shaheen +6,2014-04-10,2014.0
1625,Iowa Senate - Ernst vs. Braley,Suffolk,"Braley 38, Ernst 30",Braley +8,2014-04-09,2014.0
1626,Iowa Senate - Jacobs vs. Braley,Suffolk,"Braley 37, Jacobs 31",Braley +6,2014-04-09,2014.0
1627,Iowa Senate - Clovis vs. Braley,Suffolk,"Braley 38, Clovis 25",Braley +13,2014-04-09,2014.0
1628,Iowa Senate - Whitaker vs. Braley,Suffolk,"Braley 38, Whitaker 27",Braley +11,2014-04-09,2014.0
1629,Iowa Senate - Republican Primary (June 3),Suffolk,"Ernst 25, Jacobs 23, Clovis 7, Whitaker 4",Ernst +2,2014-04-09,2014.0
1630,Nebraska Senate - Sasse vs. Domina,Rasmussen Reports,"Sasse 52, Domina 27",Sasse +25,2014-04-09,2014.0
1631,Nebraska Senate - Osborn vs. Domina,Rasmussen Reports,"Osborn 48, Domina 27",Osborn +21,2014-04-09,2014.0
1632,Arkansas Senate - Cotton vs. Pryor,Opinion Research Associates,"Pryor 48, Cotton 38",Pryor +10,2014-04-09,2014.0
1633,Arkansas Senate - Cotton vs. Pryor,Talk Business Poll*,"Pryor 46, Cotton 43",Pryor +3,2014-04-08,2014.0
1634,Mississippi Senate - GOP Primary (June 3),Harper (R),"Cochran 52, McDaniel 35",Cochran +17,2014-04-08,2014.0
1635,North Carolina Senate - GOP Primary (May 6),PPP (D),"Tillis 18, Brannon 15, Harris 11, Grant 7",Tillis +3,2014-04-08,2014.0
1636,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 43, Tillis 41",Hagan +2,2014-04-08,2014.0
1637,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 42, Hagan 40",Brannon +2,2014-04-08,2014.0
1638,North Carolina Senate - Harris vs. Hagan,PPP (D),"Harris 44, Hagan 40",Harris +4,2014-04-08,2014.0
1639,North Carolina Senate - Grant vs. Hagan,PPP (D),"Grant 43, Hagan 39",Grant +4,2014-04-08,2014.0
1640,North Carolina Senate - Alexander vs. Hagan,PPP (D),"Alexander 43, Hagan 42",Alexander +1,2014-04-08,2014.0
1641,Michigan Senate - Land vs. Peters,PPP (D),"Peters 41, Land 36",Peters +5,2014-04-08,2014.0
1642,Iowa Senate - Republican Primary (June 3),Suffolk,"Jacobs 23, Ernst 25, Clovis 7, Whitaker 4, Schaben 1",Ernst +2,2014-04-09,2014.0
1643,Arkansas Senate - Cotton vs. Pryor,Talk Business Poll*,"Cotton 43, Pryor 46",Pryor +3,2014-04-08,2014.0
1644,North Carolina Senate - Republican Primary (May 6),PPP (D),"Tillis 18, Brannon 15, Harris 11, Grant 7, Alexander 6",Tillis +3,2014-04-08,2014.0
1645,Oregon Senate - Conger vs. Merkley,Harper (R),"Merkley 47, Conger 40",Merkley +7,2014-04-04,2014.0
1646,Oregon Senate - Wheby vs. Merkley,Harper (R),"Merkley 46, Wheby 34",Merkley +12,2014-04-04,2014.0
1647,Michigan Senate - Land vs. Peters,MRG (R),"Peters 38, Land 40",Land +2,2014-04-03,2014.0
1648,North Carolina Senate - Tillis vs. Hagan,SurveyUSA,"Hagan 45, Tillis 46",Tillis +1,2014-04-02,2014.0
1649,North Carolina Senate - Brannon vs. Hagan,SurveyUSA,"Brannon 47, Hagan 45",Brannon +2,2014-04-02,2014.0
1650,North Carolina Senate - Harris vs. Hagan,SurveyUSA,"Harris 47, Hagan 43",Harris +4,2014-04-02,2014.0
1651,North Carolina Senate - Grant vs. Hagan,SurveyUSA,"Grant 46, Hagan 44",Grant +2,2014-04-02,2014.0
1652,North Carolina Senate - Alexander vs. Hagan,SurveyUSA,"Alexander 46, Hagan 44",Alexander +2,2014-04-02,2014.0
1653,North Carolina Senate - Republican Primary (May 6),SurveyUSA,"Tillis 23, Brannon 15, Harris 11, Grant 6, Alexander 6",Tillis +8,2014-04-02,2014.0
1654,Georgia Senate - Perdue vs. Nunn,Landmark/Rosetta Stone,"Perdue 38, Nunn 33",Perdue +5,2014-04-02,2014.0
1655,Georgia Senate - Kingston vs. Nunn,Landmark/Rosetta Stone,"Kingston 38, Nunn 37",Kingston +1,2014-04-02,2014.0
1656,Georgia Senate - Gingrey vs. Nunn,Landmark/Rosetta Stone,"Gingrey 41, Nunn 38",Gingrey +3,2014-04-02,2014.0
1657,Georgia Senate - Broun vs. Nunn,Landmark/Rosetta Stone,"Broun 39, Nunn 38",Broun +1,2014-04-02,2014.0
1658,Georgia Senate - Handel vs. Nunn,Landmark/Rosetta Stone,"Nunn 38, Handel 37",Nunn +1,2014-04-02,2014.0
1659,Mississippi Senate - Cochran vs. Childers,Rasmussen Reports,"Cochran 48, Childers 31",Cochran +17,2014-03-31,2014.0
1660,Mississippi Senate - McDaniel vs. Childers,Rasmussen Reports,"McDaniel 47, Childers 35",McDaniel +12,2014-03-31,2014.0
1661,Georgia Senate - Republican Primary (May 20),Landmark/Rosetta Stone,"Perdue 21, Kingston 15, Broun 15, Gingrey 13, Handel 10",Perdue +6,2014-03-28,2014.0
1662,Iowa Senate - Jacobs vs. Braley,Rasmussen Reports,"Braley 41, Jacobs 38",Braley +3,2014-03-27,2014.0
1663,Iowa Senate - Ernst vs. Braley,Rasmussen Reports,"Braley 40, Ernst 37",Braley +3,2014-03-27,2014.0
1664,Iowa Senate - Whitaker vs. Braley,Rasmussen Reports,"Braley 40, Whitaker 36",Braley +4,2014-03-27,2014.0
1665,Iowa Senate - Clovis vs. Braley,Rasmussen Reports,"Braley 44, Clovis 31",Braley +13,2014-03-27,2014.0
1666,Virginia Senate - Gillespie vs. Warner,Quinnipiac*,"Warner 46, Gillespie 31",Warner +15,2014-03-27,2014.0
1667,New Mexico Senate - Clements vs. Udall,PPP (D),"Udall 55, Clements 33",Udall +22,2014-03-25,2014.0
1668,New Mexico Senate - Weh vs. Udall,PPP (D),"Udall 53, Weh 33",Udall +20,2014-03-25,2014.0
1669,Alaska Senate - Sullivan vs. Begich,Rasmussen Reports,"Begich 44, Sullivan 44",Tie,2014-03-24,2014.0
1670,Alaska Senate - Treadwell vs. Begich,Rasmussen Reports,"Treadwell 47, Begich 43",Treadwell +4,2014-03-24,2014.0
1671,Alaska Senate - Miller vs. Begich,Rasmussen Reports,"Begich 49, Miller 38",Begich +11,2014-03-24,2014.0
1672,Georgia Senate - Republican Primary (May 20),SurveyUSA,"Perdue 29, Kingston 19, Broun 11, Gingrey 12, Handel 10",Perdue +10,2014-03-20,2014.0
1673,North Carolina Senate - Republican Primary (May 6),SurveyUSA,"Tillis 28, Brannon 15, Harris 6, Grant 11, Alexander 7",Tillis +13,2014-03-20,2014.0
1674,Montana Senate - Daines vs. Walsh,Rasmussen Reports,"Daines 51, Walsh 37",Daines +14,2014-03-19,2014.0
1675,Colorado Senate - Gardner vs. Udall,PPP (D),"Udall 42, Gardner 40",Udall +2,2014-03-18,2014.0
1676,New Hampshire Senate - Brown vs. Shaheen,ARG,"Shaheen 50, Brown 38",Shaheen +12,2014-03-17,2014.0
1677,New Hampshire Senate - Brown vs. Shaheen,Rasmussen Reports,"Shaheen 50, Brown 41",Shaheen +9,2014-03-17,2014.0
1678,Michigan Senate - Land vs. Peters,LE&A;/Denno Research (D),"Peters 40, Land 37",Peters +3,2014-03-17,2014.0
1679,Iowa Senate - Jacobs vs. Braley,Quinnipiac,"Braley 40, Jacobs 31",Braley +9,2014-03-13,2014.0
1680,Iowa Senate - Ernst vs. Braley,Quinnipiac,"Braley 42, Ernst 29",Braley +13,2014-03-13,2014.0
1681,Iowa Senate - Whitaker vs. Braley,Quinnipiac,"Braley 42, Whitaker 30",Braley +12,2014-03-13,2014.0
1682,Iowa Senate - Clovis vs. Braley,Quinnipiac,"Braley 42, Clovis 27",Braley +15,2014-03-13,2014.0
1683,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Hagan 45, Tillis 43",Hagan +2,2014-03-11,2014.0
1684,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 43, Hagan 43",Tie,2014-03-11,2014.0
1685,North Carolina Senate - Grant vs. Hagan,PPP (D),"Grant 42, Hagan 43",Hagan +1,2014-03-11,2014.0
1686,North Carolina Senate - Alexander vs. Hagan,PPP (D),"Alexander 45, Hagan 43",Alexander +2,2014-03-11,2014.0
1687,North Carolina Senate - Harris vs. Hagan,PPP (D),"Harris 43, Hagan 43",Tie,2014-03-11,2014.0
1688,North Carolina Senate - Republican Primary (May 6),PPP (D),"Tillis 14, Brannon 14, Harris 7, Grant 11, Alexander 7",Tie,2014-03-11,2014.0
1689,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Udall 42, Gardner 41",Udall +1,2014-03-10,2014.0
1690,New Hampshire Senate - Brown vs. Shaheen,Suffolk/Boston Herald,"Shaheen 52, Brown 39",Shaheen +13,2014-03-06,2014.0
1691,Virginia Senate - Gillespie vs. Warner,Roanoke College,"Warner 56, Gillespie 29",Warner +27,2014-03-05,2014.0
1692,Minnesota Senate - Ortman vs. Franken,KSTP/SurveyUSA,"Franken 49, Ortman 41",Franken +8,2014-03-04,2014.0
1693,Minnesota Senate - McFadden vs. Franken,KSTP/SurveyUSA,"Franken 50, McFadden 40",Franken +10,2014-03-04,2014.0
1694,Minnesota Senate - Dahlberg vs. Franken,KSTP/SurveyUSA,"Franken 49, Dahlberg 41",Franken +8,2014-03-04,2014.0
1695,Minnesota Senate - Abeler vs. Franken,KSTP/SurveyUSA,"Franken 49, Abeler 37",Franken +12,2014-03-04,2014.0
1696,New Jersey Senate - Sabrin vs. Booker,Monmouth,"Booker 58, Sabrin 25",Booker +33,2014-03-03,2014.0
1697,South Dakota Senate - Rounds vs. Weiland,Rasmussen Reports,"Rounds 51, Weiland 31",Rounds +20,2014-02-28,2014.0
1698,South Carolina Senate - Republican Primary,Winthrop,"Graham 45, Bright 9, Mace 4, Connor 4, Cash 3",Graham +36,2014-02-26,2014.0
1699,Iowa Senate - Jacobs vs. Braley,PPP (D),"Braley 41, Jacobs 35",Braley +6,2014-02-25,2014.0
1700,Iowa Senate - Ernst vs. Braley,PPP (D),"Braley 41, Ernst 35",Braley +6,2014-02-25,2014.0
1701,Iowa Senate - Whitaker vs. Braley,PPP (D),"Braley 40, Whitaker 34",Braley +6,2014-02-25,2014.0
1702,Iowa Senate - Clovis vs. Braley,PPP (D),"Braley 42, Clovis 34",Braley +8,2014-02-25,2014.0
1703,Hawaii Senate - Democratic Primary,Honolulu Civil Beat/MRG,"Hanabusa 40, Schatz 40",Tie,2014-02-25,2014.0
1704,West Virginia Senate - Capito vs. Tennant,Rasmussen Reports,"Capito 49, Tennant 35",Capito +14,2014-02-24,2014.0
1705,Arkansas Senate - Cotton vs. Pryor,Impact Management Group (R),"Cotton 46, Pryor 42",Cotton +4,2014-02-21,2014.0
1706,Kansas Senate - Republican Primary,PPP (D),"Roberts 49, Wolf 23",Roberts +26,2014-02-21,2014.0
1707,Kansas Senate - Roberts vs. Taylor,PPP (D),"Roberts 48, Taylor 32",Roberts +16,2014-02-21,2014.0
1708,Kansas Senate - Wolf vs. Taylor,PPP (D),"Wolf 33, Taylor 32",Wolf +1,2014-02-21,2014.0
1709,Hawaii Senate - Democratic Primary,Honolulu Star-Advertiser,"Hanabusa 48, Schatz 40",Hanabusa +8,2014-02-17,2014.0
1710,Michigan Senate - Land vs. Peters,EPIC-MRA,"Land 41, Peters 38",Land +3,2014-02-14,2014.0
1711,North Carolina Senate - Tillis vs. Hagan,PPP (D),"Tillis 42, Hagan 40",Tillis +2,2014-02-13,2014.0
1712,North Carolina Senate - Brannon vs. Hagan,PPP (D),"Brannon 43, Hagan 40",Brannon +3,2014-02-13,2014.0
1713,North Carolina Senate - Grant vs. Hagan,PPP (D),"Grant 41, Hagan 39",Grant +2,2014-02-13,2014.0
1714,North Carolina Senate - Alexander vs. Hagan,PPP (D),"Alexander 45, Hagan 38",Alexander +7,2014-02-13,2014.0
1715,North Carolina Senate - Harris vs. Hagan,PPP (D),"Harris 42, Hagan 40",Harris +2,2014-02-13,2014.0
1716,Kentucky Senate - McConnell vs. Grimes,Wenzel Strategies (R),"Grimes 42, McConnell 43",McConnell +1,2014-02-13,2014.0
1717,Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 44, Landrieu 45",Landrieu +1,2014-02-11,2014.0
1718,Louisiana Senate Primary,PPP (D),"Landrieu 43, Cassidy 25, Hollis 5, Maness 3",Landrieu +18,2014-02-11,2014.0
1719,Kentucky Senate - McConnell vs. Grimes,Courier-Journal/SurveyUSA,"Grimes 46, McConnell 42",Grimes +4,2014-02-07,2014.0
1720,Colorado Senate - Buck vs. Udall,Quinnipiac,"Udall 45, Buck 42",Udall +3,2014-02-06,2014.0
1721,Colorado Senate - Baumgardner vs. Udall,Quinnipiac,"Udall 43, Baumgardner 41",Udall +2,2014-02-06,2014.0
1722,Colorado Senate - Stephens vs. Udall,Quinnipiac,"Udall 43, Stephens 41",Udall +2,2014-02-06,2014.0
1723,Colorado Senate - Hill vs. Udall,Quinnipiac,"Udall 44, Hill 39",Udall +5,2014-02-06,2014.0
1724,Colorado Senate - McMillan vs. Udall,Quinnipiac,"Udall 45, McMillan 38",Udall +7,2014-02-06,2014.0
1725,Arkansas Senate - Cotton vs. Pryor,Rasmussen Reports,"Cotton 45, Pryor 40",Cotton +5,2014-02-06,2014.0
1726,Nebraska Senate - Republican Primary,Harper (R),"Osborn 30, Sasse 29, Dinsdale 13, McLeay 4",Osborn +1,2014-02-05,2014.0
1727,Alaska Senate - Sullivan vs. Begich,PPP (D)**,"Begich 41, Sullivan 37",Begich +4,2014-02-04,2014.0
