,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
510,2016 Generic Congressional Vote,Quinnipiac,"Republicans 40, Democrats 37",-3,2015-04-27,2015,11.0
511,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 38",-2,2015-05-01,2015,7.0
512,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 38",0,2015-05-08,2015,7.0
513,2016 Generic Congressional Vote,Rasmussen Reports,"Republicans 38, Democrats 38",0,2015-05-15,2015,7.0
514,2016 Generic Congressional Vote,Quinnipiac,"Republicans 36, Democrats 39",3,2015-05-28,2015,11.0
515,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Republicans 45, Democrats 45",0,2015-11-04,2015,11.0
516,2016 Generic Congressional Vote,PPP (D),"Republicans 43, Democrats 43",0,2015-12-21,2015,9.0
517,2016 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 41",6,2016-02-08,2016,9.0
518,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 45",2,2016-04-18,2016,11.0
519,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 46, Republicans 41",5,2016-04-25,2016,9.0
520,2016 Generic Congressional Vote,ABC News/Wash Post,"Democrats 45, Republicans 45",0,2016-05-22,2016,13.0
521,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 44",4,2016-05-23,2016,11.0
522,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 46, Republicans 46",0,2016-06-27,2016,11.0
523,2016 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 41",5,2016-06-29,2016,12.0
524,2016 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 44",3,2016-07-30,2016,9.0
525,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 43",4,2016-08-05,2016,11.0
526,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 38",3,2016-09-07,2016,9.0
527,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 39",1,2016-09-07,2016,10.0
528,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 45, Republicans 43",2,2016-09-07,2016,9.0
529,2016 Generic Congressional Vote,CNN/ORC,"Democrats 47, Republicans 49",-2,2016-09-09,2016,10.0
530,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",6,2016-09-14,2016,9.0
531,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 38",2,2016-09-14,2016,10.0
532,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 40",-1,2016-09-21,2016,10.0
533,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 36",7,2016-09-21,2016,9.0
534,2016 Generic Congressional Vote,McClatchy/Marist,"Democrats 49, Republicans 45",4,2016-09-23,2016,12.0
535,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",5,2016-09-25,2016,9.0
536,2016 Generic Congressional Vote,Bloomberg,"Democrats 46, Republicans 44",2,2016-09-26,2016,0.0
537,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 36",6,2016-09-28,2016,10.0
538,2016 Generic Congressional Vote,FOX News,"Democrats 44, Republicans 43",1,2016-09-30,2016,12.0
539,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",6,2016-10-03,2016,9.0
540,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 38",4,2016-10-05,2016,10.0
541,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",3,2016-10-09,2016,9.0
542,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 42",6,2016-10-11,2016,11.0
543,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 46, Republicans 36",10,2016-10-12,2016,10.0
544,2016 Generic Congressional Vote,FOX News,"Democrats 48, Republicans 42",6,2016-10-13,2016,12.0
545,2016 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 44",3,2016-10-16,2016,13.0
546,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 44",3,2016-10-16,2016,11.0
547,2016 Generic Congressional Vote,GWU/Battleground,"Democrats 47, Republicans 42",5,2016-10-17,2016,9.0
548,2016 Generic Congressional Vote,CBS News,"Democrats 50, Republicans 45",5,2016-10-18,2016,11.0
549,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",5,2016-10-19,2016,9.0
550,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 39",4,2016-10-19,2016,10.0
551,2016 Generic Congressional Vote,Bloomberg,"Democrats 47, Republicans 43",4,2016-10-19,2016,0.0
552,2016 Generic Congressional Vote,Associated Press-GfK,"Democrats 46, Republicans 41",5,2016-10-26,2016,0.0
553,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 39",5,2016-10-26,2016,10.0
554,2016 Generic Congressional Vote,ABC News,"Democrats 47, Republicans 46",1,2016-10-26,2016,13.0
555,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 46, Republicans 41",5,2016-11-02,2016,9.0
556,2016 Generic Congressional Vote,CBS News/NY Times,"Democrats 49, Republicans 46",3,2016-11-03,2016,11.0
557,2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 41",1,2016-11-03,2016,10.0
558,2016 Generic Congressional Vote,McClatchy/Marist,"Democrats 48, Republicans 47",1,2016-11-04,2016,12.0
559,2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 44",3,2016-11-06,2016,11.0
560,2016 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 42",3,2016-11-07,2016,9.0
561,2016 Generic Congressional Vote,Bloomberg,"Democrats 45, Republicans 48",-3,2016-11-07,2016,0.0
562,2016 Generic Congressional Vote,FOX News,"Democrats 45, Republicans 46",-1,2016-11-07,2016,12.0
563,2018 Generic Congressional Vote,Marist,"Democrats 45, Republicans 38",7,2017-04-14,2017,12.0
564,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 32",6,2017-04-19,2017,9.0
565,2018 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 41",6,2017-04-20,2017,9.0
566,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 43",4,2017-04-24,2017,11.0
567,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",5,2017-04-26,2017,9.0
568,2018 Generic Congressional Vote,FOX News,"Democrats 47, Republicans 42",5,2017-04-26,2017,12.0
569,2018 Generic Congressional Vote,CNN/ORC,"Democrats 49, Republicans 41",8,2017-04-28,2017,10.0
570,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 35",3,2017-05-03,2017,9.0
571,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 35",5,2017-05-10,2017,9.0
572,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 38",11,2017-05-16,2017,9.0
573,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",7,2017-05-17,2017,9.0
574,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 36",2,2017-05-24,2017,9.0
575,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",6,2017-05-31,2017,9.0
576,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 37",4,2017-06-07,2017,9.0
577,2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 40",10,2017-06-12,2017,9.0
578,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 36",2,2017-06-14,2017,9.0
579,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 35",3,2017-06-21,2017,9.0
580,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 42",8,2017-06-22,2017,11.0
581,2018 Generic Congressional Vote,FOX News,"Democrats 47, Republicans 41",6,2017-06-28,2017,12.0
582,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 48, Republicans 38",10,2017-06-28,2017,12.0
583,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 35",6,2017-06-28,2017,9.0
584,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 37, Republicans 35",2,2017-07-05,2017,9.0
585,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 32",7,2017-07-12,2017,9.0
586,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",6,2017-07-19,2017,9.0
587,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 52, Republicans 38",14,2017-07-19,2017,13.0
588,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",6,2017-07-26,2017,9.0
589,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",5,2017-08-02,2017,9.0
590,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",5,2017-08-09,2017,9.0
591,2018 Generic Congressional Vote,CNN,"Democrats 51, Republicans 42",9,2017-08-10,2017,10.0
592,2018 Generic Congressional Vote,Marist,"Democrats 47, Republicans 40",7,2017-08-15,2017,12.0
593,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 33",8,2017-08-16,2017,9.0
594,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",6,2017-08-23,2017,9.0
595,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 35",14,2017-08-23,2017,9.0
596,2018 Generic Congressional Vote,GWU/Battleground,"Democrats 45, Republicans 38",7,2017-08-24,2017,9.0
597,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 32",8,2017-08-30,2017,9.0
598,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",6,2017-09-06,2017,9.0
599,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 31",9,2017-09-13,2017,9.0
600,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",6,2017-09-20,2017,9.0
601,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 42",6,2017-09-21,2017,11.0
602,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",6,2017-09-27,2017,9.0
603,2018 Generic Congressional Vote,PPP (D),"Democrats 48, Republicans 37",11,2017-09-28,2017,9.0
604,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 32",7,2017-10-04,2017,9.0
605,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",7,2017-10-11,2017,9.0
606,2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 38",16,2017-10-17,2017,10.0
607,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 33",8,2017-10-18,2017,9.0
608,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 36, Republicans 28",8,2017-10-25,2017,10.0
609,2018 Generic Congressional Vote,FOX News,"Democrats 50, Republicans 35",15,2017-10-25,2017,12.0
610,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",7,2017-10-25,2017,9.0
611,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 41",7,2017-10-29,2017,11.0
612,2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 40",10,2017-10-31,2017,9.0
613,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 31",9,2017-11-01,2017,10.0
614,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 36",3,2017-11-01,2017,9.0
615,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 51, Republicans 40",11,2017-11-06,2017,13.0
616,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",7,2017-11-08,2017,9.0
617,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",8,2017-11-08,2017,10.0
618,2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 38",13,2017-11-14,2017,11.0
619,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 34",8,2017-11-15,2017,9.0
620,2018 Generic Congressional Vote,Marist,"Democrats 51, Republicans 36",15,2017-11-15,2017,12.0
621,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",7,2017-11-15,2017,10.0
622,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 43, Republicans 40",3,2017-11-21,2017,12.0
623,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 33",9,2017-11-22,2017,9.0
624,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 28",9,2017-11-22,2017,10.0
625,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 35",6,2017-11-29,2017,9.0
626,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 36, Republicans 30",6,2017-11-29,2017,10.0
627,2018 Generic Congressional Vote,Quinnipiac,"Democrats 50, Republicans 36",14,2017-12-05,2017,11.0
628,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",6,2017-12-06,2017,9.0
629,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",6,2017-12-06,2017,10.0
630,2018 Generic Congressional Vote,Marist,"Democrats 50, Republicans 37",13,2017-12-12,2017,12.0
631,2018 Generic Congressional Vote,Monmouth,"Democrats 51, Republicans 36",15,2017-12-13,2017,13.0
632,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 29",8,2017-12-13,2017,10.0
633,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",8,2017-12-13,2017,9.0
634,2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 37",12,2017-12-13,2017,11.0
635,2018 Generic Congressional Vote,PPP (D),"Democrats 51, Republicans 40",11,2017-12-14,2017,9.0
636,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 39",11,2017-12-17,2017,11.0
637,2018 Generic Congressional Vote,Quinnipiac,"Democrats 52, Republicans 37",15,2017-12-19,2017,11.0
638,2018 Generic Congressional Vote,CNN,"Democrats 56, Republicans 38",18,2017-12-20,2017,10.0
639,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 35",9,2017-12-20,2017,9.0
640,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 27",12,2017-12-20,2017,10.0
641,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",8,2017-12-27,2017,9.0
642,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",6,2018-01-03,2018,9.0
643,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",7,2018-01-03,2018,10.0
644,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 37",7,2018-01-10,2018,9.0
645,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 31",9,2018-01-10,2018,10.0
646,2018 Generic Congressional Vote,Quinnipiac,"Democrats 52, Republicans 35",17,2018-01-11,2018,11.0
647,2018 Generic Congressional Vote,Emerson,"Democrats 45, Republicans 40",5,2018-01-12,2018,10.0
648,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",6,2018-01-17,2018,9.0
649,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 32",5,2018-01-17,2018,10.0
650,2018 Generic Congressional Vote,Quinnipiac,"Democrats 50, Republicans 39",11,2018-01-18,2018,11.0
651,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 46, Republicans 40",6,2018-01-18,2018,12.0
652,2018 Generic Congressional Vote,Pew Research,"Democrats 53, Republicans 39",14,2018-01-19,2018,8.0
653,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 49, Republicans 43",6,2018-01-19,2018,11.0
654,2018 Generic Congressional Vote,CNN,"Democrats 49, Republicans 44",5,2018-01-21,2018,10.0
655,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 51, Republicans 39",12,2018-01-22,2018,13.0
656,2018 Generic Congressional Vote,FOX News,"Democrats 44, Republicans 38",6,2018-01-24,2018,12.0
657,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",8,2018-01-24,2018,10.0
658,2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 38",13,2018-01-24,2018,11.0
659,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 37",4,2018-01-24,2018,9.0
660,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 37",8,2018-01-29,2018,7.0
661,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",6,2018-01-31,2018,10.0
662,2018 Generic Congressional Vote,Monmouth,"Democrats 47, Republicans 45",2,2018-01-31,2018,13.0
663,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 37",5,2018-01-31,2018,9.0
664,2018 Generic Congressional Vote,IBD/TIPP,"Democrats 46, Republicans 41",5,2018-02-06,2018,11.0
665,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",7,2018-02-07,2018,10.0
666,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",6,2018-02-07,2018,9.0
667,2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 40",9,2018-02-07,2018,11.0
668,2018 Generic Congressional Vote,Marist,"Democrats 49, Republicans 38",11,2018-02-09,2018,12.0
669,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 38",4,2018-02-14,2018,9.0
670,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 30",9,2018-02-14,2018,10.0
671,2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 41",8,2018-02-14,2018,9.0
672,2018 Generic Congressional Vote,Quinnipiac,"Democrats 53, Republicans 38",15,2018-02-20,2018,11.0
673,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",8,2018-02-21,2018,10.0
674,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 41, Republicans 36",5,2018-02-21,2018,0.0
675,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 35",8,2018-02-21,2018,9.0
676,2018 Generic Congressional Vote,Marist,"Democrats 46, Republicans 39",7,2018-02-23,2018,12.0
677,2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 38",16,2018-02-26,2018,10.0
678,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 38",2,2018-02-28,2018,9.0
679,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",6,2018-02-28,2018,10.0
680,2018 Generic Congressional Vote,USA Today/Suffolk,"Democrats 47, Republicans 32",15,2018-03-01,2018,10.0
681,2018 Generic Congressional Vote,Monmouth,"Democrats 50, Republicans 41",9,2018-03-07,2018,13.0
682,2018 Generic Congressional Vote,Quinnipiac,"Democrats 48, Republicans 38",10,2018-03-07,2018,11.0
683,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",6,2018-03-07,2018,9.0
684,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",6,2018-03-08,2018,7.0
685,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",7,2018-03-08,2018,10.0
686,2018 Generic Congressional Vote,GWU/Battleground,"Democrats 49, Republicans 40",9,2018-03-13,2018,9.0
687,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",5,2018-03-14,2018,9.0
688,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",8,2018-03-14,2018,10.0
689,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 40",10,2018-03-18,2018,11.0
690,2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 43",6,2018-03-21,2018,11.0
691,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",6,2018-03-21,2018,9.0
692,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 37",3,2018-03-22,2018,10.0
693,2018 Generic Congressional Vote,Marist,"Democrats 44, Republicans 39",5,2018-03-23,2018,12.0
694,2018 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 41",5,2018-03-25,2018,12.0
695,2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 39",11,2018-03-27,2018,9.0
696,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 35",7,2018-03-28,2018,9.0
697,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 35",7,2018-03-29,2018,10.0
698,2018 Generic Congressional Vote,CNN,"Democrats 50, Republicans 44",6,2018-03-29,2018,10.0
699,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 45, Republicans 34",11,2018-04-02,2018,0.0
700,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 36",7,2018-04-04,2018,9.0
701,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 34",9,2018-04-04,2018,10.0
702,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 40",5,2018-04-11,2018,7.0
703,2018 Generic Congressional Vote,Quinnipiac,"Democrats 46, Republicans 43",3,2018-04-11,2018,11.0
704,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 34",10,2018-04-11,2018,10.0
705,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",8,2018-04-11,2018,9.0
706,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 40",7,2018-04-15,2018,11.0
707,2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 43",4,2018-04-16,2018,13.0
708,2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 44, Republicans 39",5,2018-04-18,2018,12.0
709,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",5,2018-04-18,2018,9.0
710,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 34",10,2018-04-18,2018,10.0
711,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",5,2018-04-25,2018,9.0
712,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 45, Republicans 34",11,2018-04-25,2018,10.0
713,2018 Generic Congressional Vote,Quinnipiac,"Democrats 48, Republicans 40",8,2018-04-25,2018,11.0
714,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 43, Republicans 34",9,2018-04-26,2018,0.0
715,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",3,2018-05-02,2018,9.0
716,2018 Generic Congressional Vote,Monmouth,"Democrats 49, Republicans 41",8,2018-05-03,2018,13.0
717,2018 Generic Congressional Vote,Pew Research,"Democrats 48, Republicans 43",5,2018-05-04,2018,8.0
718,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 37",6,2018-05-05,2018,10.0
719,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 35",9,2018-05-09,2018,9.0
720,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 38",1,2018-05-09,2018,10.0
721,2018 Generic Congressional Vote,CNN,"Democrats 47, Republicans 44",3,2018-05-09,2018,10.0
722,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 37",5,2018-05-16,2018,9.0
723,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 37",1,2018-05-16,2018,10.0
724,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",6,2018-05-16,2018,7.0
725,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",5,2018-05-23,2018,9.0
726,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 37",3,2018-05-23,2018,10.0
727,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 42",1,2018-05-23,2018,7.0
728,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 44, Republicans 37",7,2018-05-24,2018,0.0
729,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 42",1,2018-05-30,2018,7.0
730,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",3,2018-05-30,2018,9.0
731,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 37",2,2018-05-31,2018,10.0
732,2018 Generic Congressional Vote,Quinnipiac,"Democrats 47, Republicans 40",7,2018-06-06,2018,11.0
733,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 41",4,2018-06-06,2018,7.0
734,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 32",11,2018-06-06,2018,10.0
735,2018 Generic Congressional Vote,IBD/TIPP,"Democrats 47, Republicans 40",7,2018-06-06,2018,11.0
736,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",6,2018-06-06,2018,9.0
737,2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 40",10,2018-06-07,2018,11.0
738,2018 Generic Congressional Vote,FOX News,"Democrats 48, Republicans 39",9,2018-06-08,2018,12.0
739,2018 Generic Congressional Vote,PPP (D),"Democrats 46, Republicans 40",6,2018-06-13,2018,9.0
740,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",6,2018-06-13,2018,9.0
741,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 40",4,2018-06-13,2018,7.0
742,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 45, Republicans 35",10,2018-06-13,2018,10.0
743,2018 Generic Congressional Vote,Monmouth,"Democrats 48, Republicans 41",7,2018-06-18,2018,13.0
744,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 36",6,2018-06-20,2018,10.0
745,2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 43",6,2018-06-20,2018,11.0
746,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 41",4,2018-06-20,2018,7.0
747,2018 Generic Congressional Vote,Pew Research,"Democrats 48, Republicans 43",5,2018-06-20,2018,8.0
748,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 37",7,2018-06-20,2018,9.0
749,2018 Generic Congressional Vote,USA Today/Suffolk,"Democrats 45, Republicans 39",6,2018-06-21,2018,10.0
750,2018 Generic Congressional Vote,CNN,"Democrats 50, Republicans 42",8,2018-06-21,2018,10.0
751,2018 Generic Congressional Vote,Gallup,"Democrats 48, Republicans 43",5,2018-06-22,2018,9.0
752,2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 41",4,2018-06-27,2018,7.0
753,2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 41, Republicans 38",3,2018-06-27,2018,10.0
754,2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",5,2018-06-27,2018,9.0
755,2018 Generic Congressional Vote,Harvard-Harris,"Democrats 45, Republicans 36",9,2018-06-27,2018,0.0
756,2018 Generic Congressional Vote,IBD/TIPP,"Democrats 48, Republicans 40",8,2018-07-02,2018,11.0
757,2018 Generic Congressional Vote,Quinnipiac,"Democrats 50, Republicans 41",9,2018-07-02,2018,11.0
