,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
9374,"Friday, September 12",Denver Post/SurveyUSA*,Colorado Senate - Gardner vs. Udall,"Udall 46, Gardner 42",Udall +4,2014
9375,"Friday, September 12",Atlanta Journal-Constitution*,Georgia Senate - Perdue vs. Nunn,"Perdue 45, Nunn 41",Perdue +4,2014
9376,"Friday, September 12",Denver Post/SurveyUSA*,Colorado Governor - Beauprez vs. Hickenlooper,"Hickenlooper 45, Beauprez 43",Hickenlooper +2,2014
9377,"Friday, September 12",Rasmussen Reports,Florida Governor - Scott vs. Crist,"Scott 40, Crist 42",Crist +2,2014
9378,"Friday, September 12",Atlanta Journal-Constitution*,Georgia Governor - Deal vs. Carter,"Deal 43, Carter 42",Deal +1,2014
9379,"Friday, September 12",Rasmussen Reports,Hawaii Governor - Aiona vs. Ige vs. Hannemann,"Ige 40, Aiona 39, Hannemann 14",Ige +1,2014
9380,"Friday, September 12",LA Times/USC,California Governor - Kashkari vs. Brown,"Brown 57, Kashkari 36",Brown +21,2014
9381,"Friday, September 12",Siena*,New York 21st District - Stefanik vs. Woolf,"Stefanik 46, Woolf 33",Stefanik +13,2014
9382,"Friday, September 12",Siena,New York 19th District - Gibson vs. Eldridge,"Gibson 57, Eldridge 33",Gibson +24,2014
9383,"Friday, September 12",SurveyUSA,South Dakota At-Large - Noem vs. Robinson,"Noem 53, Robinson 40",Noem +13,2014
9384,"Friday, September 12",CNN/ORC,Iowa Republican Presidential Caucus,"Huckabee 21, Bush 6, Ryan 12, Paul 7, Christie 6, Cruz 4, Perry 5, Walker 5, Rubio 5, Santorum 3, Jindal 4",Huckabee +9,2014
9385,"Friday, September 12",CNN/Opinion Research,Iowa Democratic Presidential Caucus,"Clinton 53, Biden 15, Warren 7, Sanders 5, Cuomo 3, O'Malley 2",Clinton +38,2014
9386,"Thursday, September 11",FOX News,Congressional Job Approval,"Approve 13, Disapprove 79",Disapprove +66,2014
9387,"Thursday, September 11",FOX News,2014 Generic Congressional Vote,"Republicans 47, Democrats 40",Republicans +7,2014
9388,"Thursday, September 11",Rasmussen Reports,North Carolina Senate - Tillis vs. Hagan,"Hagan 45, Tillis 39",Hagan +6,2014
9389,"Thursday, September 11",SurveyUSA/Civitas (R),North Carolina Senate - Tillis vs. Hagan,"Hagan 47, Tillis 46",Hagan +1,2014
9390,"Thursday, September 11",USA Today/Suffolk*,Michigan Senate - Land vs. Peters,"Peters 46, Land 37",Peters +9,2014
9391,"Thursday, September 11",USA Today/Suffolk*,Michigan Governor - Snyder vs. Schauer,"Snyder 43, Schauer 45",Schauer +2,2014
9392,"Thursday, September 11",Quinnipiac,Pennsylvania Governor - Corbett vs. Wolf,"Wolf 59, Corbett 35",Wolf +24,2014
9393,"Thursday, September 11",CBS News/NYT/YouGov,Wisconsin Governor - Walker vs. Burke,"Burke 45, Walker 49",Walker +4,2014
9394,"Thursday, September 11",CBS News/NYT/YouGov,Florida Governor - Scott vs. Crist,"Scott 46, Crist 43",Scott +3,2014
9395,"Thursday, September 11",CBS News/NYT/YouGov,Illinois Governor - Rauner vs. Quinn,"Rauner 44, Quinn 40",Rauner +4,2014
9396,"Thursday, September 11",CBS News/NYT/YouGov,Colorado Governor - Beauprez vs. Hickenlooper,"Hickenlooper 45, Beauprez 45",Tie,2014
9397,"Thursday, September 11",CBS News/NYT/YouGov,Michigan Governor - Snyder vs. Schauer,"Snyder 44, Schauer 43",Snyder +1,2014
9398,"Thursday, September 11",CBS News/NYT/YouGov,Arkansas Governor - Hutchinson vs. Ross,"Hutchinson 45, Ross 38",Hutchinson +7,2014
9399,"Thursday, September 11",CBS News/NYT/YouGov,Arizona Governor - Ducey vs. DuVal,"Ducey 39, DuVal 38",Ducey +1,2014
9400,"Thursday, September 11",CBS News/NYT/YouGov,Connecticut Governor - Foley vs. Malloy,"Foley 41, Malloy 42",Malloy +1,2014
9401,"Thursday, September 11",CBS News/NYT/YouGov*,Georgia Governor - Deal vs. Carter,"Deal 47, Carter 39",Deal +8,2014
9402,"Thursday, September 11",CBS News/NYT/YouGov,Hawaii Governor - Aiona vs. Ige vs. Hannemann,"Ige 37, Aiona 35, Hannemann 6",Ige +2,2014
9403,"Thursday, September 11",CBS News/NYT/YouGov,Kansas Governor - Brownback vs. Davis,"Davis 40, Brownback 47",Brownback +7,2014
9404,"Thursday, September 11",CBS News/NYT/YouGov,Massachusetts Governor - Baker vs. Coakley,"Coakley 43, Baker 35",Coakley +8,2014
9405,"Thursday, September 11",CBS News/NYT/YouGov,Maine Governor - LePage vs. Michaud vs. Cutler,"Michaud 37, LePage 38, Cutler 10",LePage +1,2014
9406,"Thursday, September 11",CBS News/NYT/YouGov,Minnesota Governor - Johnson vs. Dayton,"Dayton 48, Johnson 41",Dayton +7,2014
9407,"Thursday, September 11",CBS News/NYT/YouGov,Oregon Governor - Richardson vs. Kitzhaber,"Kitzhaber 48, Richardson 42",Kitzhaber +6,2014
9408,"Thursday, September 11",CBS News/NYT/YouGov,New Mexico Governor - Martinez vs. King,"Martinez 48, King 43",Martinez +5,2014
9409,"Thursday, September 11",CBS News/NYT/YouGov,Iowa Governor - Branstad vs. Hatch,"Branstad 51, Hatch 38",Branstad +13,2014
9410,"Thursday, September 11",CBS News/NYT/YouGov,Pennsylvania Governor - Corbett vs. Wolf,"Wolf 50, Corbett 39",Wolf +11,2014
9411,"Thursday, September 11",CBS News/NYT/YouGov,Ohio Governor - Kasich vs. FitzGerald,"Kasich 50, FitzGerald 37",Kasich +13,2014
9412,"Thursday, September 11",CBS News/NYT/YouGov,Texas Governor - Abbott vs. Davis,"Abbott 56, Davis 38",Abbott +18,2014
9413,"Thursday, September 11",CBS News/NYT/YouGov*,Vermont Governor - Milne vs. Shumlin,"Shumlin 45, Milne 35",Shumlin +10,2014
9414,"Thursday, September 11",CBS News/NYT/YouGov,Alabama Governor - Bentley vs. Griffith,"Bentley 62, Griffith 28",Bentley +34,2014
9415,"Thursday, September 11",CBS News/NYT/YouGov,California Governor - Kashkari vs. Brown,"Brown 53, Kashkari 35",Brown +18,2014
9416,"Thursday, September 11",CBS News/NYT/YouGov,Idaho Governor - Otter vs. Balukoff,"Otter 51, Balukoff 33",Otter +18,2014
9417,"Thursday, September 11",CBS News/NYT/YouGov,Maryland Governor - Hogan vs. Brown,"Brown 51, Hogan 37",Brown +14,2014
9418,"Thursday, September 11",CBS News/NYT/YouGov,Nebraska Governor - Ricketts vs. Hassebrook,"Ricketts 54, Hassebrook 34",Ricketts +20,2014
9419,"Thursday, September 11",CBS News/NYT/YouGov,N.H. Governor - Havenstein vs. Hassan,"Hassan 51, Havenstein 34",Hassan +17,2014
9420,"Thursday, September 11",CBS News/NYT/YouGov,Nevada Governor - Sandoval vs. Goodman,"Sandoval 51, Goodman 29",Sandoval +22,2014
9421,"Thursday, September 11",CBS News/NYT/YouGov,New York Governor - Astorino vs. Cuomo,"Cuomo 52, Astorino 28",Cuomo +24,2014
9422,"Thursday, September 11",CBS News/NYT/YouGov,Oklahoma Governor - Fallin vs. Dorman,"Fallin 53, Dorman 35",Fallin +18,2014
9423,"Thursday, September 11",CBS News/NYT/YouGov,South Carolina Governor - Haley vs. Sheheen,"Haley 56, Sheheen 35",Haley +21,2014
9424,"Thursday, September 11",CBS News/NYT/YouGov,South Dakota Governor - Daugaard vs. Wismer,"Daugaard 55, Wismer 28",Daugaard +27,2014
9425,"Thursday, September 11",CBS News/NYT/YouGov,Tennessee Governor - Haslam vs. Brown,"Haslam 56, Brown 29",Haslam +27,2014
9426,"Thursday, September 11",CBS News/NYT/YouGov,Wyoming Governor - Mead vs. Gosar,"Mead 53, Gosar 25",Mead +28,2014
9427,"Wednesday, September 10",FOX News,President Obama Job Approval,"Approve 38, Disapprove 57",Disapprove +19,2014
9428,"Wednesday, September 10",NBC News/Wall St. Jrnl,President Obama Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2014
9429,"Wednesday, September 10",NBC News/Wall St. Jrnl,Public Approval of Health Care Law,"For/Favor 34, Against/Oppose 48",Against/Oppose +14,2014
9430,"Wednesday, September 10",NBC News/Wall St. Jrnl,Direction of Country,"Right Direction 23, Wrong Track 67",Wrong Track +44,2014
9431,"Wednesday, September 10",Rasmussen Reports,Direction of Country,"Right Direction 26, Wrong Track 65",Wrong Track +39,2014
9432,"Wednesday, September 10",CNN/Opinion Research,2014 Generic Congressional Vote,"Republicans 49, Democrats 45",Republicans +4,2014
9433,"Wednesday, September 10",SurveyUSA*,Georgia Senate - Perdue vs. Nunn,"Perdue 47, Nunn 44",Perdue +3,2014
9434,"Wednesday, September 10",Detroit News,Michigan Senate - Land vs. Peters,"Peters 47, Land 37",Peters +10,2014
9435,"Wednesday, September 10",Detroit News,Michigan Governor - Snyder vs. Schauer,"Snyder 44, Schauer 42",Snyder +2,2014
9436,"Wednesday, September 10",SurveyUSA*,Georgia Governor - Deal vs. Carter,"Deal 45, Carter 44",Deal +1,2014
9437,"Wednesday, September 10",Quinnipiac,Connecticut Governor - Foley vs. Malloy,"Foley 49, Malloy 43",Foley +6,2014
9438,"Wednesday, September 10",Richard Stockton College,New Jersey Senate - Bell vs. Booker,"Booker 49, Bell 36",Booker +13,2014
9439,"Wednesday, September 10",Fairleigh Dickinson,New Jersey Senate - Bell vs. Booker,"Booker 42, Bell 29",Booker +13,2014
9440,"Wednesday, September 10",SurveyUSA*,South Dakota Senate - Rounds vs. Weiland vs. Pressler,"Rounds 39, Weiland 28, Pressler 25",Rounds +11,2014
9441,"Wednesday, September 10",Christopher Newport Univ.*,Virginia Senate - Gillespie vs. Warner,"Warner 53, Gillespie 31",Warner +22,2014
9442,"Wednesday, September 10",Rasmussen Reports,Ohio Governor - Kasich vs. FitzGerald,"Kasich 50, FitzGerald 30",Kasich +20,2014
9443,"Wednesday, September 10",SurveyUSA*,South Dakota Governor - Daugaard vs. Wismer,"Daugaard 54, Wismer 34",Daugaard +20,2014
9444,"Wednesday, September 10",Loras College,Iowa 1st District - Blum vs. Murphy,"Murphy 35, Blum 33",Murphy +2,2014
9445,"Wednesday, September 10",Loras College,Iowa 2nd District - Miller-Meeks vs. Loebsack,"Loebsack 49, Miller-Meeks 32",Loebsack +17,2014
9446,"Wednesday, September 10",Loras College,Iowa 3rd District - Young vs. Appel,"Appel 40, Young 34",Appel +6,2014
9447,"Wednesday, September 10",Loras College,Iowa 4th District - King vs. Mowrer,"King 47, Mowrer 36",King +11,2014
9448,"Wednesday, September 10",SurveyUSA,California 21st District - Valadao vs. Renteria,"Valadao 56, Renteria 37",Valadao +19,2014
9449,"Tuesday, September 09",ABC News/Wash Post,2014 Generic Congressional Vote,"Republicans 47, Democrats 44",Republicans +3,2014
9450,"Tuesday, September 09",ABC News/Wash Post,President Obama Job Approval,"Approve 42, Disapprove 54",Disapprove +12,2014
9451,"Tuesday, September 09",ABC News/Wash Post,Public Approval of Health Care Law,"For/Favor 43, Against/Oppose 53",Against/Oppose +10,2014
9452,"Tuesday, September 09",ABC News/Wash Post,Direction of Country,"Right Direction 31, Wrong Track 66",Wrong Track +35,2014
9453,"Tuesday, September 09",ABC News/Wash Post,Congressional Job Approval,"Approve 13, Disapprove 82",Disapprove +69,2014
9454,"Tuesday, September 09",CNN/Opinion Research,Congressional Job Approval,"Approve 14, Disapprove 83",Disapprove +69,2014
9455,"Tuesday, September 09",PPP (D),Michigan Senate - Land vs. Peters,"Peters 45, Land 40",Peters +5,2014
9456,"Tuesday, September 09",Mason-Dixon*,Florida Governor - Scott vs. Crist,"Scott 43, Crist 41",Scott +2,2014
9457,"Tuesday, September 09",PPP (D),Florida Governor - Scott vs. Crist,"Scott 41, Crist 44",Crist +3,2014
9458,"Tuesday, September 09",SurveyUSA*,Florida Governor - Scott vs. Crist,"Scott 45, Crist 44",Scott +1,2014
9459,"Tuesday, September 09",PPP (D),Michigan Governor - Snyder vs. Schauer,"Snyder 46, Schauer 44",Snyder +2,2014
9460,"Tuesday, September 09",Rasmussen Reports,Maine Governor - LePage vs. Michaud vs. Cutler,"Michaud 43, LePage 39, Cutler 15",Michaud +4,2014
9461,"Tuesday, September 09",Loras College,Iowa Governor - Branstad vs. Hatch,"Branstad 56, Hatch 34",Branstad +22,2014
9462,"Tuesday, September 09",PPP (D),Florida: Christie vs. Clinton,"Clinton 46, Christie 38",Clinton +8,2014
9463,"Tuesday, September 09",PPP (D),Florida: Paul vs. Clinton,"Clinton 48, Paul 40",Clinton +8,2014
9464,"Tuesday, September 09",PPP (D),Florida: Bush vs. Clinton,"Clinton 46, Bush 44",Clinton +2,2014
9465,"Tuesday, September 09",PPP (D),Florida: Huckabee vs. Clinton,"Clinton 49, Huckabee 40",Clinton +9,2014
9466,"Tuesday, September 09",PPP (D),Florida: Rubio vs. Clinton,"Clinton 49, Rubio 42",Clinton +7,2014
9467,"Tuesday, September 09",PPP (D),Florida: Cruz vs. Clinton,"Clinton 51, Cruz 36",Clinton +15,2014
9468,"Tuesday, September 09",PPP (D),Michigan: Christie vs. Clinton,"Clinton 48, Christie 36",Clinton +12,2014
9469,"Tuesday, September 09",PPP (D),Michigan: Paul vs. Clinton,"Clinton 49, Paul 39",Clinton +10,2014
9470,"Tuesday, September 09",PPP (D),Michigan: Bush vs. Clinton,"Clinton 49, Bush 38",Clinton +11,2014
9471,"Tuesday, September 09",PPP (D),Michigan: Huckabee vs. Clinton,"Clinton 50, Huckabee 38",Clinton +12,2014
9472,"Tuesday, September 09",PPP (D),Michigan: Cruz vs. Clinton,"Clinton 51, Cruz 37",Clinton +14,2014
9473,"Monday, September 08",CNN/Opinion Research,President Obama Job Approval,"Approve 43, Disapprove 55",Disapprove +12,2014
9474,"Monday, September 08",Rasmussen Reports*,Public Approval of Health Care Law,"For/Favor 41, Against/Oppose 56",Against/Oppose +15,2014
9475,"Monday, September 08",Gallup,Congressional Job Approval,"Approve 14, Disapprove 82",Disapprove +68,2014
9476,"Monday, September 08",Rasmussen Reports,2014 Generic Congressional Vote,"Republicans 41, Democrats 39",Republicans +2,2014
9477,"Monday, September 08",Loras College,Iowa Senate - Ernst vs. Braley,"Braley 45, Ernst 41",Braley +4,2014
9478,"Monday, September 08",SurveyUSA*,Kansas Senate - Roberts vs. Taylor vs. Orman,"Orman 37, Roberts 36, Taylor 10",Orman +1,2014
9479,"Monday, September 08",Rasmussen Reports,Colorado Governor - Beauprez vs. Hickenlooper,"Hickenlooper 44, Beauprez 45",Beauprez +1,2014
9480,"Monday, September 08",SurveyUSA*,Kansas Governor - Brownback vs. Davis,"Davis 47, Brownback 40",Davis +7,2014
9481,"Monday, September 08",WBUR/MassINC,Massachusetts Governor - Democratic Primary (September 9),"Coakley 41, Grossman 20, Berwick 12",Coakley +21,2014
9482,"Monday, September 08",Remington Research Group (R),Massachusetts 6th District - Democratic Primary (September 9),"Tierney 43, Moulton 42, DeFranco 4",Tierney +1,2014
9483,"Sunday, September 07",NBC News/Marist*,Kentucky Senate - McConnell vs. Grimes,"McConnell 47, Grimes 39",McConnell +8,2014
9484,"Sunday, September 07",NBC News/Marist,Colorado Senate - Gardner vs. Udall,"Udall 48, Gardner 42",Udall +6,2014
9485,"Sunday, September 07",NBC News/Marist*,Arkansas Senate - Cotton vs. Pryor,"Cotton 45, Pryor 40",Cotton +5,2014
9486,"Sunday, September 07",NBC News/Marist*,Colorado Governor - Beauprez vs. Hickenlooper,"Hickenlooper 43, Beauprez 39",Hickenlooper +4,2014
9487,"Sunday, September 07",NBC News/Marist*,Arkansas Governor - Hutchinson vs. Ross,"Hutchinson 48, Ross 39",Hutchinson +9,2014
9488,"Sunday, September 07",CBS News/NYT/YouGov,Alaska Senate - Sullivan vs. Begich,"Sullivan 44, Begich 38",Sullivan +6,2014
9489,"Sunday, September 07",CBS News/NYT/YouGov,Arkansas Senate - Cotton vs. Pryor,"Cotton 43, Pryor 39",Cotton +4,2014
9490,"Sunday, September 07",CBS News/NYT/YouGov,Colorado Senate - Gardner vs. Udall,"Udall 46, Gardner 43",Udall +3,2014
9491,"Sunday, September 07",CBS News/NYT/YouGov*,Georgia Senate - Perdue vs. Nunn,"Perdue 47, Nunn 41",Perdue +6,2014
9492,"Sunday, September 07",CBS News/NYT/YouGov,Iowa Senate - Ernst vs. Braley,"Braley 44, Ernst 42",Braley +2,2014
9493,"Sunday, September 07",CBS News/NYT/YouGov,Kentucky Senate - McConnell vs. Grimes,"McConnell 47, Grimes 42",McConnell +5,2014
9494,"Sunday, September 07",CBS News/NYT/YouGov,Michigan Senate - Land vs. Peters,"Peters 42, Land 43",Land +1,2014
9495,"Sunday, September 07",CBS News/NYT/YouGov*,North Carolina Senate - Tillis vs. Hagan,"Hagan 42, Tillis 43",Tillis +1,2014
9496,"Sunday, September 07",CBS News/NYT/YouGov,Louisiana Senate Open Primary (Nov. 4),"Landrieu 36, Cassidy 38, Maness 10",Cassidy +2,2014
9497,"Sunday, September 07",CBS News/NYT/YouGov,New Hampshire Senate - Brown vs. Shaheen,"Shaheen 47, Brown 41",Shaheen +6,2014
9498,"Sunday, September 07",CBS News/NYT/YouGov,Minnesota Senate - McFadden vs. Franken,"Franken 49, McFadden 41",Franken +8,2014
9499,"Sunday, September 07",CBS News/NYT/YouGov,Illinois Senate - Oberweis vs. Durbin,"Durbin 50, Oberweis 38",Durbin +12,2014
9500,"Sunday, September 07",CBS News/NYT/YouGov,Montana Senate - Daines vs. Curtis,"Daines 53, Curtis 35",Daines +18,2014
9501,"Sunday, September 07",CBS News/NYT/YouGov,New Jersey Senate - Bell vs. Booker,"Booker 52, Bell 37",Booker +15,2014
9502,"Sunday, September 07",CBS News/NYT/YouGov,Oregon Senate - Wehby vs. Merkley,"Merkley 51, Wehby 39",Merkley +12,2014
9503,"Sunday, September 07",CBS News/NYT/YouGov,Virginia Senate - Gillespie vs. Warner,"Warner 51, Gillespie 39",Warner +12,2014
9504,"Sunday, September 07",CBS News/NYT/YouGov,West Virginia Senate - Capito vs. Tennant,"Capito 55, Tennant 32",Capito +23,2014
9505,"Sunday, September 07",CBS News/NYT/YouGov,South Dakota Senate - Rounds vs. Weiland vs. Pressler,"Rounds 43, Weiland 29, Pressler 6",Rounds +14,2014
9506,"Sunday, September 07",CBS News/NYT/YouGov,Delaware Senate - Wade vs. Coons,"Coons 48, Wade 35",Coons +13,2014
9507,"Sunday, September 07",CBS News/NYT/YouGov,Idaho Senate - Risch vs. Mitchell,"Risch 59, Mitchell 25",Risch +34,2014
9508,"Sunday, September 07",CBS News/NYT/YouGov,Massachusetts Senate - Addivinola vs. Markey,"Markey 53, Addivinola 28",Markey +25,2014
9509,"Sunday, September 07",CBS News/NYT/YouGov,Maine Senate - Collins vs. Bellows,"Collins 58, Bellows 26",Collins +32,2014
9510,"Sunday, September 07",CBS News/NYT/YouGov,Mississippi Senate - Cochran vs. Childers,"Cochran 46, Childers 31",Cochran +15,2014
9511,"Sunday, September 07",CBS News/NYT/YouGov,Nebraska Senate - Sasse vs. Domina,"Sasse 56, Domina 30",Sasse +26,2014
9512,"Sunday, September 07",CBS News/NYT/YouGov,New Mexico Senate - Weh vs. Udall,"Udall 54, Weh 36",Udall +18,2014
9513,"Sunday, September 07",CBS News/NYT/YouGov,Oklahoma Senate - Lankford vs. Johnson,"Lankford 61, Johnson 28",Lankford +33,2014
9514,"Sunday, September 07",CBS News/NYT/YouGov,Oklahoma Senate - Inhofe vs. Silverstein,"Inhofe 60, Silverstein 28",Inhofe +32,2014
9515,"Sunday, September 07",CBS News/NYT/YouGov,Rhode Island Senate - Zaccaria vs. Reed,"Reed 52, Zaccaria 32",Reed +20,2014
9516,"Sunday, September 07",CBS News/NYT/YouGov*,South Carolina Senate - Graham vs. Hutto,"Graham 42, Hutto 29",Graham +13,2014
9517,"Sunday, September 07",CBS News/NYT/YouGov,South Carolina Senate - Scott vs. Dickerson,"Scott 54, Dickerson 33",Scott +21,2014
9518,"Sunday, September 07",CBS News/NYT/YouGov,Tennessee Senate - Alexander vs. Ball,"Alexander 47, Ball 32",Alexander +15,2014
9519,"Sunday, September 07",CBS News/NYT/YouGov,Texas Senate - Cornyn vs. Alameel,"Cornyn 55, Alameel 34",Cornyn +21,2014
9520,"Sunday, September 07",CBS News/NYT/YouGov,Wyoming Senate - Enzi vs. Hardy,"Enzi 66, Hardy 21",Enzi +45,2014
9521,"Sunday, September 07",CBS News/NYT/YouGov,Hawaii Senate - Cavasso vs. Schatz,"Schatz 62, Cavasso 27",Schatz +35,2014
9522,"Sunday, September 07",Rasmussen Reports,Oregon Governor - Richardson vs. Kitzhaber,"Kitzhaber 48, Richardson 38",Kitzhaber +10,2014
9523,"Saturday, September 06",Reuters/Ipsos,President Obama Job Approval,"Approve 38, Disapprove 56",Disapprove +18,2014
9524,"Saturday, September 06",Sooner Poll/News 9/News on 6*,Oklahoma Governor - Fallin vs. Dorman,"Fallin 50, Dorman 32",Fallin +18,2014
9525,"Saturday, September 06",Sooner Poll/News 9/News on 6*,Oklahoma Senate - Inhofe vs. Silverstein,"Inhofe 59, Silverstein 27",Inhofe +32,2014
9526,"Saturday, September 06",Sooner Poll/News 9/News on 6*,Oklahoma Senate - Lankford vs. Johnson,"Lankford 58, Johnson 28",Lankford +30,2014
9527,"Saturday, September 06",Rasmussen Reports,Maine Senate - Collins vs. Bellows,"Collins 59, Bellows 31",Collins +28,2014
9528,"Saturday, September 06",Emerson College,Massachusetts 6th District - Democratic Primary (September 9),"Tierney 47, Moulton 44, DeFranco 4",Tierney +3,2014
9529,"Saturday, September 06",Emerson College,Massachusetts 6th District - Tisei vs. Tierney,"Tisei 51, Tierney 43",Tisei +8,2014
9530,"Saturday, September 06",Emerson College,Massachusetts 6th District - Tisei vs. Moulton,"Moulton 44, Tisei 36",Moulton +8,2014
9531,"Friday, September 05",CNN/Opinion Research,Arkansas Senate - Cotton vs. Pryor,"Cotton 49, Pryor 47",Cotton +2,2014
9532,"Friday, September 05",Rasmussen Reports,Colorado Senate - Gardner vs. Udall,"Udall 44, Gardner 42",Udall +2,2014
9533,"Friday, September 05",WeAskAmerica*,Wisconsin Governor - Walker vs. Burke,"Burke 48, Walker 44",Burke +4,2014
9534,"Friday, September 05",Rasmussen Reports,Oregon Senate - Wehby vs. Merkley,"Merkley 48, Wehby 35",Merkley +13,2014
9535,"Friday, September 05",Harper (R),Pennsylvania Governor - Corbett vs. Wolf,"Wolf 52, Corbett 41",Wolf +11,2014
9536,"Friday, September 05",Boston Globe,Massachusetts Governor - Democratic Primary (September 9),"Coakley 47, Grossman 25, Berwick 13",Coakley +22,2014
9537,"Thursday, September 04",,"$('#chart_slider').bjqs({  'width' : 280,  'height' : 248,  'automatic' : false,  'nexttext' : '>',  'prevtext' : '<',  'showmarkers' : false  });  GA_googleFillSlot(""RC_300_by_250_middle"");",,,2014
9538,"Thursday, September 04",The Economist/YouGov,President Obama Job Approval,"Approve 41, Disapprove 56",Disapprove +15,2014
9539,"Thursday, September 04",The Economist/YouGov,Direction of Country,"Right Direction 25, Wrong Track 63",Wrong Track +38,2014
9540,"Thursday, September 04",The Economist/YouGov,Congressional Job Approval,"Approve 8, Disapprove 72",Disapprove +64,2014
9541,"Thursday, September 04",Rasmussen Reports,Louisiana Senate - Cassidy vs. Landrieu,"Cassidy 44, Landrieu 41",Cassidy +3,2014
9542,"Thursday, September 04",Field,California Governor - Kashkari vs. Brown,"Brown 50, Kashkari 34",Brown +16,2014
9543,"Wednesday, September 03",GWU/Battleground,2014 Generic Congressional Vote,"Republicans 46, Democrats 42",Republicans +4,2014
9544,"Wednesday, September 03",GWU/Battleground,President Obama Job Approval,"Approve 44, Disapprove 51",Disapprove +7,2014
9545,"Wednesday, September 03",WBUR/MassINC,Massachusetts Governor - Democratic Primary (September 9),"Coakley 47, Grossman 23, Berwick 6",Coakley +24,2014
9546,"Wednesday, September 03",GWU/Battleground,Direction of Country,"Right Direction 21, Wrong Track 70",Wrong Track +49,2014
9547,"Wednesday, September 03",Rasmussen Reports,Direction of Country,"Right Direction 25, Wrong Track 66",Wrong Track +41,2014
9548,"Wednesday, September 03",GWU/Battleground,Congressional Job Approval,"Approve 16, Disapprove 80",Disapprove +64,2014
9549,"Wednesday, September 03",CNN/Opinion Research,Kentucky Senate - McConnell vs. Grimes,"McConnell 50, Grimes 46",McConnell +4,2014
9550,"Wednesday, September 03",Rasmussen Reports,Kentucky Senate - McConnell vs. Grimes,"McConnell 46, Grimes 41",McConnell +5,2014
9551,"Wednesday, September 03",SurveyUSA*,Florida Governor - Scott vs. Crist,"Scott 43, Crist 45",Crist +2,2014
9552,"Wednesday, September 03",TB Times/Bay News 9/News 13/UF,Florida Governor - Scott vs. Crist,"Scott 44, Crist 38",Scott +6,2014
9553,"Wednesday, September 03",UMass Lowell/7News*,Massachusetts Governor - Baker vs. Coakley,"Coakley 41, Baker 32",Coakley +9,2014
9554,"Wednesday, September 03",WBUR/MassINC*,Massachusetts Governor - Baker vs. Coakley,"Coakley 40, Baker 31",Coakley +9,2014
9555,"Wednesday, September 03",UMass Lowell/7News,Massachusetts Governor - Democratic Primary (September 9),"Coakley 52, Grossman 20, Berwick 9",Coakley +32,2014
9556,"Tuesday, September 02",WRBL/Ledger-Enquirer/PMB*,Georgia Senate - Perdue vs. Nunn,"Perdue 43, Nunn 45",Nunn +2,2014
9557,"Tuesday, September 02",WRBL/Ledger-Enquirer/PMB*,Georgia Governor - Deal vs. Carter,"Deal 44, Carter 42",Deal +2,2014
9558,"Monday, September 01",Rasmussen Reports,2014 Generic Congressional Vote,"Republicans 41, Democrats 40",Republicans +1,2014
9559,"Monday, September 01",Sun-Times/WeAskAmerica*,Illinois Senate - Oberweis vs. Durbin,"Durbin 48, Oberweis 41",Durbin +7,2014
9560,"Monday, September 01",Rasmussen Reports,Oklahoma Senate - Lankford vs. Johnson,"Lankford 58, Johnson 29",Lankford +29,2014
9561,"Sunday, August 31",Courier-Journal/SurveyUSA*,Kentucky Senate - McConnell vs. Grimes,"McConnell 46, Grimes 42",McConnell +4,2014
9562,"Sunday, August 31",Rasmussen Reports,Arizona Governor - Ducey vs. DuVal,"Ducey 40, DuVal 40",Tie,2014
9563,"Saturday, August 30",The West Virginia Poll,West Virginia Senate - Capito vs. Tennant,"Capito 54, Tennant 37",Capito +17,2014
9564,"Friday, August 29",Boston Globe*,Massachusetts Governor - Baker vs. Coakley,"Coakley 37, Baker 38",Baker +1,2014
9565,"Friday, August 29",Boston Globe,Massachusetts Governor - Democratic Primary (September 9),"Coakley 46, Grossman 24, Berwick 10",Coakley +22,2014
9566,"Friday, August 29",Rasmussen Reports,Vermont Governor - Milne vs. Shumlin,"Shumlin 48, Milne 36",Shumlin +12,2014
9567,"Thursday, August 28",USA Today/Pew Research,President Obama Job Approval,"Approve 42, Disapprove 50",Disapprove +8,2014
9568,"Thursday, August 28",Reuters/Ipsos,President Obama Job Approval,"Approve 38, Disapprove 54",Disapprove +16,2014
9569,"Thursday, August 28",The Economist/YouGov,President Obama Job Approval,"Approve 43, Disapprove 56",Disapprove +13,2014
9570,"Thursday, August 28",The Economist/YouGov,Direction of Country,"Right Direction 26, Wrong Track 63",Wrong Track +37,2014
9571,"Thursday, August 28",The Economist/YouGov,Congressional Job Approval,"Approve 7, Disapprove 74",Disapprove +67,2014
9572,"Thursday, August 28",EPIC-MRA,Michigan Senate - Land vs. Peters,"Peters 45, Land 39",Peters +6,2014
9573,"Thursday, August 28",Mitchell Research,Michigan Senate - Land vs. Peters,"Peters 46, Land 44",Peters +2,2014
9574,"Thursday, August 28",Mitchell Research,Michigan Governor - Snyder vs. Schauer,"Snyder 47, Schauer 46",Snyder +1,2014
9575,"Thursday, August 28",Rasmussen Reports,Arkansas Governor - Hutchinson vs. Ross,"Hutchinson 44, Ross 46",Ross +2,2014
