Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
Massachusetts Senate - Herr vs. Markey,Rasmussen Reports,"Markey 49, Herr 31",Markey +18,2014-09-18,2014
New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 50, Garcia 37",Kuster +13,2014-09-18,2014
New York 1st District - Zeldin vs. Bishop,Siena,"Bishop 51, Zeldin 41",Bishop +10,2014-09-18,2014
Georgia Senate - Perdue vs. Nunn,Rasmussen Reports,"Perdue 46, Nunn 41",Perdue +5,2014-09-18,2014
Georgia Governor - Deal vs. Carter,Rasmussen Reports,"Deal 45, Carter 44",Deal +1,2014-09-19,2014
Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 39, Baker 36",Coakley +3,2014-09-19,2014
Iowa Senate - Ernst vs. Braley,Rasmussen Reports,"Ernst 43, Braley 43",Tie,2014-09-19,2014
Kansas Senate - Roberts vs. Orman,Rasmussen Reports**,"Roberts 40, Orman 45",Orman +5,2014-09-19,2014
New York 4th District - Rice vs. Blakeman,Siena,"Rice 55, Blakeman 37",Rice +18,2014-09-19,2014
Massachusetts Senate - Herr vs. Markey,Boston Globe,"Markey 53, Herr 27",Markey +26,2014-09-19,2014
New York 18th District - Hayworth vs. Maloney,Siena,"Maloney 50, Hayworth 42",Maloney +8,2014-09-19,2014
Pennsylvania Governor - Corbett vs. Wolf,Morning Call,"Wolf 54, Corbett 33",Wolf +21,2014-09-21,2014
Massachusetts Governor - Baker vs. Coakley,Rasmussen Reports,"Coakley 42, Baker 42",Tie,2014-09-21,2014
2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 40, Democrats 40",Tie,2014-09-22,2014
North Carolina Senate - Tillis vs. Hagan,High Point*,"Hagan 42, Tillis 40",Hagan +2,2014-09-22,2014
Michigan Senate - Land vs. Peters,Magellan Strategies (R)*,"Peters 45, Land 40",Peters +5,2014-09-22,2014
Michigan Senate - Land vs. Peters,WeAskAmerica*,"Peters 42, Land 39",Peters +3,2014-09-22,2014
Michigan Governor - Snyder vs. Schauer,WeAskAmerica*,"Snyder 43, Schauer 43",Tie,2014-09-22,2014
Kansas Governor - Brownback vs. Davis,Rasmussen Reports,"Brownback 43, Davis 47",Davis +4,2014-09-22,2014
Hawaii Governor - Aiona vs. Ige vs. Hannemann,Honolulu Civil Beat/MRG*,"Ige 43, Aiona 39, Hannemann 8",Ige +4,2014-09-22,2014
Iowa Governor - Branstad vs. Hatch,Rasmussen Reports,"Branstad 46, Hatch 40",Branstad +6,2014-09-22,2014
New York 24th District - Katko vs. Maffei,Siena,"Maffei 50, Katko 42",Maffei +8,2014-09-22,2014
Minnesota 2nd District - Kline vs. Obermueller,Remington Research Group (R)*,"Kline 54, Obermueller 32",Kline +22,2014-09-22,2014
Illinois Governor - Rauner vs. Quinn,WeAskAmerica*,"Quinn 41, Rauner 44",Rauner +3,2014-09-22,2014
Kentucky Senate - McConnell vs. Grimes,Reuters/Ipsos,"McConnell 46, Grimes 42",McConnell +4,2014-09-23,2014
Michigan Senate - Land vs. Peters,Rasmussen Reports,"Peters 41, Land 39",Peters +2,2014-09-23,2014
Alaska Senate - Sullivan vs. Begich,PPP (D),"Sullivan 45, Begich 42",Sullivan +3,2014-09-23,2014
Arkansas Governor - Hutchinson vs. Ross,PPP (D),"Hutchinson 46, Ross 40",Hutchinson +6,2014-09-23,2014
Alaska Governor - Parnell vs. Walker,PPP (D),"Walker 45, Parnell 41",Walker +4,2014-09-23,2014
Hawaii 1st District - Djou vs. Takai,Honolulu Civil Beat/MRG,"Djou 46, Takai 42",Djou +4,2014-09-23,2014
Arkansas Senate - Cotton vs. Pryor,PPP (D),"Cotton 45, Pryor 39",Cotton +6,2014-09-23,2014
Hawaii Senate - Cavasso vs. Schatz,Honolulu Civil Beat/MRG,"Schatz 62, Cavasso 25",Schatz +37,2014-09-23,2014
Arkansas Governor - Hutchinson vs. Ross,USA Today/Suffolk*,"Hutchinson 43, Ross 41",Hutchinson +2,2014-09-24,2014
Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 65",Wrong Track +40,2014-09-24,2014
Arkansas Senate - Cotton vs. Pryor,USA Today/Suffolk*,"Cotton 43, Pryor 45",Pryor +2,2014-09-24,2014
Georgia Senate - Perdue vs. Nunn,SurveyUSA*,"Perdue 46, Nunn 45",Perdue +1,2014-09-24,2014
New Hampshire Senate - Brown vs. Shaheen,New England College,"Shaheen 50, Brown 43",Shaheen +7,2014-09-24,2014
Georgia Governor - Deal vs. Carter,SurveyUSA*,"Deal 44, Carter 45",Carter +1,2014-09-24,2014
Florida Governor - Scott vs. Crist,Quinnipiac,"Crist 44, Scott 46",Scott +2,2014-09-24,2014
"$('#chart_slider').bjqs({  'width' : 280,  'height' : 248,  'automatic' : false,  'nexttext' : '>',  'prevtext' : '<',  'showmarkers' : false  });  GA_googleFillSlot(""RC_300_by_250_middle"");",,,,2014-09-24,2014
Florida Governor - Scott vs. Crist,SurveyUSA*,"Crist 42, Scott 43",Scott +1,2014-09-24,2014
Michigan Governor - Snyder vs. Schauer,Rasmussen Reports,"Snyder 47, Schauer 41",Snyder +6,2014-09-24,2014
Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Coakley 46, Baker 36",Coakley +10,2014-09-24,2014
N.H. Governor - Havenstein vs. Hassan,New England College,"Hassan 52, Havenstein 40",Hassan +12,2014-09-24,2014
California Governor - Kashkari vs. Brown,PPIC,"Brown 54, Kashkari 33",Brown +21,2014-09-24,2014
New York Governor - Astorino vs. Cuomo,NBC NY/WSJ/Marist*,"Cuomo 54, Astorino 29",Cuomo +25,2014-09-24,2014
Massachusetts Senate - Herr vs. Markey,WBUR/MassINC,"Markey 58, Herr 30",Markey +28,2014-09-24,2014
N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 45, Shea-Porter 45",Tie,2014-09-24,2014
New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 49, Garcia 38",Kuster +11,2014-09-24,2014
Virginia: Christie vs. Clinton,Roanoke College,"Clinton 47, Christie 37",Clinton +10,2014-09-24,2014
Virginia: Paul vs. Clinton,Roanoke College,"Clinton 51, Paul 35",Clinton +16,2014-09-24,2014
Virginia: Ryan vs. Clinton,Roanoke College,"Clinton 50, Ryan 37",Clinton +13,2014-09-24,2014
Virginia Senate - Gillespie vs. Warner,Roanoke College*,"Warner 49, Gillespie 29",Warner +20,2014-09-24,2014
Alaska Senate - Sullivan vs. Begich,Rasmussen Reports,"Sullivan 48, Begich 43",Sullivan +5,2014-09-25,2014
Virginia Senate - Gillespie vs. Warner,Quinnipiac,"Warner 50, Gillespie 41",Warner +9,2014-09-25,2014
Pennsylvania Governor - Corbett vs. Wolf,Magellan (R),"Wolf 49, Corbett 40",Wolf +9,2014-09-25,2014
New York Governor - Astorino vs. Cuomo,Rasmussen Reports,"Cuomo 49, Astorino 32",Cuomo +17,2014-09-25,2014
Pennsylvania Governor - Corbett vs. Wolf,Franklin & Marshall,"Wolf 57, Corbett 37",Wolf +20,2014-09-25,2014
Arkansas Senate - Cotton vs. Pryor,Rasmussen Reports,"Cotton 47, Pryor 40",Cotton +7,2014-09-26,2014
President Obama Job Approval,Reuters/Ipsos,"Approve 37, Disapprove 56",Disapprove +19,2014-09-26,2014
President Obama Job Approval,The Economist/YouGov,"Approve 42, Disapprove 56",Disapprove +14,2014-09-26,2014
Direction of Country,The Economist/YouGov,"Right Direction 30, Wrong Track 62",Wrong Track +32,2014-09-26,2014
Congressional Job Approval,The Economist/YouGov,"Approve 9, Disapprove 74",Disapprove +65,2014-09-26,2014
Virginia Senate - Gillespie vs. Warner,PPP (D),"Warner 49, Gillespie 37",Warner +12,2014-09-26,2014
New York Governor - Astorino vs. Cuomo,Siena*,"Cuomo 56, Astorino 27",Cuomo +29,2014-09-26,2014
Oregon Governor - Richardson vs. Kitzhaber,SurveyUSA,"Kitzhaber 50, Richardson 38",Kitzhaber +12,2014-09-26,2014
Oregon Senate - Wehby vs. Merkley,SurveyUSA,"Merkley 52, Wehby 32",Merkley +20,2014-09-26,2014
Pennsylvania Governor - Corbett vs. Wolf,Mercyhurst University,"Wolf 43, Corbett 28",Wolf +15,2014-09-26,2014
New Mexico Governor - Martinez vs. King,Rasmussen Reports,"Martinez 50, King 37",Martinez +13,2014-09-26,2014
Delaware Senate - Wade vs. Coons,University of Delaware*,"Coons 50, Wade 25",Coons +25,2014-09-26,2014
Massachusetts 6th District - Tisei vs. Moulton,WBUR/MassINC,"Tisei 39, Moulton 47",Moulton +8,2014-09-26,2014
Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 38, Baker 40",Baker +2,2014-09-26,2014
Rhode Island Governor - Fung vs. Raimondo,Rasmussen Reports,"Raimondo 42, Fung 37",Raimondo +5,2014-09-27,2014
Louisiana Senate Open Primary (Nov. 4),CNN/Opinion Research,"Landrieu 43, Cassidy 40, Maness 9",Landrieu +3,2014-09-28,2014
North Carolina Senate - Tillis vs. Hagan,CNN/Opinion Research*,"Hagan 46, Tillis 43",Hagan +3,2014-09-28,2014
Louisiana Senate - Cassidy vs. Landrieu,CNN/Opinion Research,"Cassidy 50, Landrieu 47",Cassidy +3,2014-09-28,2014
Maine Governor - LePage vs. Michaud vs. Cutler,Portland Press Herald,"Michaud 41, LePage 39, Cutler 14",Michaud +2,2014-09-28,2014
Iowa Senate - Ernst vs. Braley,Des Moines Register*,"Ernst 44, Braley 38",Ernst +6,2014-09-28,2014
Maine Senate - Collins vs. Bellows,Portland Press Herald,"Collins 59, Bellows 29",Collins +30,2014-09-28,2014
Rhode Island Senate - Zaccaria vs. Reed,Rasmussen Reports,"Reed 61, Zaccaria 26",Reed +35,2014-09-28,2014
Maine 2nd District - Poliquin vs. Cain,Portland Press Herald*,"Cain 30, Poliquin 40",Poliquin +10,2014-09-28,2014
President Obama Job Approval,Gallup,"Approve 42, Disapprove 53",Disapprove +11,2014-09-28,2014
New Mexico Senate - Weh vs. Udall,Rasmussen Reports,"Udall 52, Weh 39",Udall +13,2014-09-28,2014
2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 40",Democrats +1,2014-09-29,2014
Massachusetts Governor - Baker vs. Coakley,Suffolk/Boston Herald*,"Coakley 44, Baker 43",Coakley +1,2014-09-29,2014
Alaska Governor - Parnell vs. Walker,Rasmussen Reports,"Walker 47, Parnell 42",Walker +5,2014-09-29,2014
S.D. Senate - Rounds vs. Weiland vs. Pressler,Nielson Brothers*,"Rounds 39, Weiland 26, Pressler 24",Rounds +13,2014-09-29,2014
Massachusetts Governor - Baker vs. Coakley,Western NE University*,"Coakley 43, Baker 44",Baker +1,2014-09-29,2014
Massachusetts Senate - Herr vs. Markey,Suffolk/Boston Herald,"Markey 54, Herr 30",Markey +24,2014-09-29,2014
Massachusetts Senate - Herr vs. Markey,Western NE University,"Markey 56, Herr 34",Markey +22,2014-09-29,2014
President Obama Job Approval,CNN/Opinion Research,"Approve 44, Disapprove 52",Disapprove +8,2014-09-29,2014
Public Approval of Health Care Law,Rasmussen Reports*,"For/Favor 42, Against/Oppose 52",Against/Oppose +10,2014-09-29,2014
Illinois Senate - Oberweis vs. Durbin,Rasmussen Reports,"Durbin 51, Oberweis 37",Durbin +14,2014-09-29,2014
Illinois Governor - Rauner vs. Quinn,Rasmussen Reports,"Quinn 44, Rauner 42",Quinn +2,2014-09-30,2014
2014 Generic Congressional Vote,CNN/Opinion Research,"Republicans 45, Democrats 47",Democrats +2,2014-09-30,2014
Iowa Senate - Ernst vs. Braley,PPP (D),"Ernst 45, Braley 43",Ernst +2,2014-09-30,2014
North Carolina Senate - Tillis vs. Hagan,Civitas (R),"Hagan 50, Tillis 43",Hagan +7,2014-09-30,2014
Louisiana Senate - Cassidy vs. Landrieu,PPP (D),"Cassidy 48, Landrieu 45",Cassidy +3,2014-09-30,2014
Louisiana Senate Open Primary (Nov. 4),PPP (D),"Landrieu 42, Cassidy 34, Maness 12",Landrieu +8,2014-09-30,2014
New Hampshire Senate - Brown vs. Shaheen,ARG,"Shaheen 53, Brown 43",Shaheen +10,2014-09-30,2014
Massachusetts Governor - Baker vs. Coakley,UMass Amherst/WBZ*,"Coakley 45, Baker 46",Baker +1,2014-09-30,2014
Arkansas Governor - Hutchinson vs. Ross,Rasmussen Reports,"Hutchinson 46, Ross 42",Hutchinson +4,2014-09-30,2014
North Carolina 2nd District - Ellmers vs. Aiken,SurveyUSA/Civitas (R),"Ellmers 47, Aiken 39",Ellmers +8,2014-09-30,2014
Iowa Governor - Branstad vs. Hatch,PPP (D),"Branstad 52, Hatch 38",Branstad +14,2014-09-30,2014
N.H. Governor - Havenstein vs. Hassan,ARG,"Hassan 55, Havenstein 40",Hassan +15,2014-09-30,2014
South Dakota Governor - Daugaard vs. Wismer,Nielson Brothers*,"Daugaard 53, Wismer 28",Daugaard +25,2014-09-30,2014
Iowa: Christie vs. Clinton,PPP (D),"Clinton 45, Christie 41",Clinton +4,2014-09-30,2014
Iowa: Paul vs. Clinton,PPP (D),"Clinton 47, Paul 42",Clinton +5,2014-09-30,2014
Iowa: Bush vs. Clinton,PPP (D),"Clinton 43, Bush 43",Tie,2014-09-30,2014
Iowa: Huckabee vs. Clinton,PPP (D),"Clinton 46, Huckabee 42",Clinton +4,2014-09-30,2014
Iowa: Cruz vs. Clinton,PPP (D),"Clinton 47, Cruz 39",Clinton +8,2014-09-30,2014
Iowa Governor - Branstad vs. Hatch,Des Moines Register*,"Branstad 48, Hatch 34",Branstad +14,2014-09-30,2014
Kansas Governor - Brownback vs. Davis,USA Today/Suffolk*,"Brownback 42, Davis 46",Davis +4,2014-10-01,2014
Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Gardner 48, Udall 47",Gardner +1,2014-10-01,2014
Kansas Senate - Roberts vs. Orman,USA Today/Suffolk*,"Roberts 41, Orman 46",Orman +5,2014-10-01,2014
Wisconsin Governor - Walker vs. Burke,Marquette University,"Walker 50, Burke 45",Walker +5,2014-10-01,2014
Florida Governor - Scott vs. Crist,SurveyUSA*,"Crist 46, Scott 40",Crist +6,2014-10-01,2014
Massachusetts Governor - Baker vs. Coakley,WBUR/MassINC*,"Coakley 44, Baker 41",Coakley +3,2014-10-01,2014
Texas Senate - Cornyn vs. Alameel,Texas Lyceum*,"Cornyn 48, Alameel 30",Cornyn +18,2014-10-01,2014
Ohio Governor - Kasich vs. FitzGerald,Quinnipiac,"Kasich 57, FitzGerald 35",Kasich +22,2014-10-01,2014
South Carolina Governor - Haley vs. Sheheen,Winthrop*,"Haley 44, Sheheen 34",Haley +10,2014-10-01,2014
South Carolina Senate - Graham vs. Hutto,Winthrop*,"Graham 46, Hutto 28",Graham +18,2014-10-01,2014
South Carolina Senate - Scott vs. Dickerson,Winthrop*,"Scott 52, Dickerson 32",Scott +20,2014-10-01,2014
Direction of Country,Rasmussen Reports,"Right Direction 25, Wrong Track 65",Wrong Track +40,2014-10-01,2014
Massachusetts 6th District - Tisei vs. Moulton,Emerson College,"Tisei 41, Moulton 39",Tisei +2,2014-10-01,2014
Texas Governor - Abbott vs. Davis,Texas Lyceum*,"Abbott 49, Davis 40",Abbott +9,2014-10-01,2014
2014 Generic Congressional Vote,FOX News,"Republicans 47, Democrats 40",Republicans +7,2014-10-02,2014
New Hampshire Senate - Brown vs. Shaheen,New England College,"Shaheen 47, Brown 47",Tie,2014-10-02,2014
Michigan Senate - Land vs. Peters,Mitchell Research*,"Peters 49, Land 36",Peters +13,2014-10-02,2014
Colorado Governor - Beauprez vs. Hickenlooper,Rasmussen Reports,"Hickenlooper 50, Beauprez 46",Hickenlooper +4,2014-10-02,2014
Michigan Governor - Snyder vs. Schauer,Mitchell Research*,"Snyder 46, Schauer 42",Snyder +4,2014-10-02,2014
Michigan Governor - Snyder vs. Schauer,EPIC-MRA*,"Snyder 45, Schauer 39",Snyder +6,2014-10-02,2014
Minnesota Senate - McFadden vs. Franken,Rasmussen Reports,"Franken 49, McFadden 41",Franken +8,2014-10-02,2014
West Virginia Senate - Capito vs. Tennant,Rasmussen Reports,"Capito 50, Tennant 39",Capito +11,2014-10-02,2014
New Jersey Senate - Bell vs. Booker,Quinnipiac,"Booker 51, Bell 40",Booker +11,2014-10-02,2014
N.H. 1st District - Guinta vs. Shea-Porter,New England College,"Guinta 51, Shea-Porter 41",Guinta +10,2014-10-02,2014
New Hampshire 2nd District - Garcia vs. Kuster,New England College,"Kuster 50, Garcia 39",Kuster +11,2014-10-02,2014
New York 21st District - Stefanik vs. Woolf,Harper (R)*,"Stefanik 45, Woolf 37",Stefanik +8,2014-10-02,2014
President Obama Job Approval,FOX News,"Approve 39, Disapprove 53",Disapprove +14,2014-10-02,2014
President Obama Job Approval,Associated Press/GfK,"Approve 42, Disapprove 58",Disapprove +16,2014-10-02,2014
President Obama Job Approval,McClatchy/Marist,"Approve 46, Disapprove 51",Disapprove +5,2014-10-02,2014
Public Approval of Health Care Law,FOX News*,"For/Favor 37, Against/Oppose 55",Against/Oppose +18,2014-10-02,2014
Public Approval of Health Care Law,Associated Press/GfK,"For/Favor 30, Against/Oppose 47",Against/Oppose +17,2014-10-02,2014
Direction of Country,Associated Press/GfK,"Right Direction 32, Wrong Track 68",Wrong Track +36,2014-10-02,2014
Congressional Job Approval,Associated Press/GfK,"Approve 7, Disapprove 93",Disapprove +86,2014-10-02,2014
N.H. Governor - Havenstein vs. Hassan,New England College,"Hassan 48, Havenstein 44",Hassan +4,2014-10-02,2014
Michigan Senate - Land vs. Peters,Target-Insyght/MIRS,"Peters 48, Land 38",Peters +10,2014-10-03,2014
Georgia Senate - Perdue vs. Nunn,Rasmussen Reports,"Perdue 46, Nunn 42",Perdue +4,2014-10-03,2014
Michigan Senate - Land vs. Peters,EPIC-MRA*,"Peters 42, Land 33",Peters +9,2014-10-03,2014
Michigan Governor - Snyder vs. Schauer,Target-Insyght/MIRS,"Snyder 41, Schauer 40",Snyder +1,2014-10-03,2014
2014 Generic Congressional Vote,McClatchy/Marist,"Republicans 44, Democrats 45",Democrats +1,2014-10-03,2014
Texas Governor - Abbott vs. Davis,Rasmussen Reports,"Abbott 51, Davis 40",Abbott +11,2014-10-03,2014
Oklahoma Governor - Fallin vs. Dorman,Sooner Poll/News 9/News on 6*,"Fallin 50, Dorman 36",Fallin +14,2014-10-03,2014
Oklahoma Senate - Inhofe vs. Silverstein,Sooner Poll/News 9/News on 6,"Inhofe 56, Silverstein 32",Inhofe +24,2014-10-03,2014
Oklahoma Senate - Lankford vs. Johnson,Sooner Poll/News 9/News on 6,"Lankford 56, Johnson 28",Lankford +28,2014-10-03,2014
Direction of Country,McClatchy/Marist,"Right Direction 35, Wrong Track 62",Wrong Track +27,2014-10-03,2014
Massachusetts Governor - Baker vs. Coakley,Boston Globe*,"Coakley 36, Baker 39",Baker +3,2014-10-03,2014
Georgia Senate - Perdue vs. Nunn,InsiderAdvantage*,"Perdue 47, Nunn 43",Perdue +4,2014-10-04,2014
Georgia Governor - Deal vs. Carter,InsiderAdvantage*,"Deal 44, Carter 43",Deal +1,2014-10-04,2014
Minnesota Governor - Johnson vs. Dayton,Rasmussen Reports,"Dayton 50, Johnson 40",Dayton +10,2014-10-04,2014
President Obama Job Approval,The Economist/YouGov,"Approve 43, Disapprove 55",Disapprove +12,2014-10-04,2014
Direction of Country,The Economist/YouGov,"Right Direction 27, Wrong Track 58",Wrong Track +31,2014-10-04,2014
President Obama Job Approval,Reuters/Ipsos,"Approve 40, Disapprove 52",Disapprove +12,2014-10-04,2014
Congressional Job Approval,The Economist/YouGov,"Approve 10, Disapprove 69",Disapprove +59,2014-10-04,2014
2016 Republican Presidential Nomination,McClatchy/Marist,"Paul 13, Christie 12, Bush 15, Ryan 13, Perry 7, Cruz 4, Rubio 6, Walker 3, Jindal 4, Santorum 3",Bush +2,2014-10-04,2014
2016 Democratic Presidential Nomination,McClatchy/Marist,"Clinton 64, Biden 15, Warren 8, Cuomo , Sanders 4, O'Malley 2, Webb 1, Schweitzer",Clinton +49,2014-10-04,2014
General Election: Christie vs. Clinton,McClatchy/Marist,"Clinton 51, Christie 42",Clinton +9,2014-10-04,2014
General Election: Paul vs. Clinton,McClatchy/Marist,"Clinton 52, Paul 43",Clinton +9,2014-10-04,2014
General Election: Bush vs. Clinton,McClatchy/Marist,"Clinton 53, Bush 42",Clinton +11,2014-10-04,2014
"$('#chart_slider').bjqs({  'width' : 280,  'height' : 248,  'automatic' : false,  'nexttext' : '>',  'prevtext' : '<',  'showmarkers' : false  });  GA_googleFillSlot(""RC_300_by_250_middle"");",,,,2014-10-04,2014
North Carolina Senate - Tillis vs. Hagan,CBS News/NYT/YouGov*,"Hagan 46, Tillis 45",Hagan +1,2014-10-05,2014
Virginia Senate - Gillespie vs. Warner,CBS News/NYT/YouGov*,"Warner 51, Gillespie 39",Warner +12,2014-10-05,2014
Minnesota Senate - McFadden vs. Franken,CBS News/NYT/YouGov,"Franken 49, McFadden 42",Franken +7,2014-10-05,2014
Michigan Senate - Land vs. Peters,CBS News/NYT/YouGov,"Peters 46, Land 41",Peters +5,2014-10-05,2014
Kentucky Senate - McConnell vs. Grimes,CBS News/NYT/YouGov*,"McConnell 47, Grimes 41",McConnell +6,2014-10-05,2014
Louisiana Senate Open Primary (Nov. 4),CBS News/NYT/YouGov,"Landrieu 36, Cassidy 32, Maness 4",Landrieu +4,2014-10-05,2014
Louisiana Senate - Cassidy vs. Landrieu,CBS News/NYT/YouGov,"Cassidy 47, Landrieu 41",Cassidy +6,2014-10-05,2014
New Hampshire Senate - Brown vs. Shaheen,CBS News/NYT/YouGov,"Shaheen 48, Brown 41",Shaheen +7,2014-10-05,2014
Iowa Senate - Ernst vs. Braley,CBS News/NYT/YouGov,"Ernst 43, Braley 44",Braley +1,2014-10-05,2014
North Carolina Senate - Tillis vs. Hagan,NBC News/Marist*,"Hagan 44, Tillis 40",Hagan +4,2014-10-05,2014
Colorado Senate - Gardner vs. Udall,CBS News/NYT/YouGov,"Gardner 45, Udall 48",Udall +3,2014-10-05,2014
Arkansas Senate - Cotton vs. Pryor,CBS News/NYT/YouGov,"Cotton 45, Pryor 41",Cotton +4,2014-10-05,2014
Alaska Senate - Sullivan vs. Begich,CBS News/NYT/YouGov,"Sullivan 48, Begich 42",Sullivan +6,2014-10-05,2014
Kansas Senate - Roberts vs. Orman,CBS News/NYT/YouGov*,"Roberts 40, Orman 40",Tie,2014-10-05,2014
Iowa Governor - Branstad vs. Hatch,NBC News/Marist,"Branstad 58, Hatch 36",Branstad +22,2014-10-05,2014
Kansas Governor - Brownback vs. Davis,NBC News/Marist*,"Brownback 43, Davis 44",Davis +1,2014-10-05,2014
Kansas Senate - Roberts vs. Orman,NBC News/Marist*,"Roberts 38, Orman 48",Orman +10,2014-10-05,2014
Iowa Senate - Ernst vs. Braley,NBC News/Marist,"Ernst 46, Braley 44",Ernst +2,2014-10-05,2014
Georgia Senate - Perdue vs. Nunn,CBS News/NYT/YouGov*,"Perdue 47, Nunn 43",Perdue +4,2014-10-05,2014
New Jersey Senate - Bell vs. Booker,CBS News/NYT/YouGov,"Booker 51, Bell 37",Booker +14,2014-10-05,2014
Illinois Senate - Oberweis vs. Durbin,CBS News/NYT/YouGov,"Durbin 51, Oberweis 39",Durbin +12,2014-10-05,2014
S.D. Senate - Rounds vs. Weiland vs. Pressler,CBS News/NYT/YouGov,"Rounds 42, Weiland 27, Pressler 12",Rounds +15,2014-10-05,2014
Oregon Senate - Wehby vs. Merkley,CBS News/NYT/YouGov,"Merkley 52, Wehby 39",Merkley +13,2014-10-05,2014
Texas Senate - Cornyn vs. Alameel,Rasmussen Reports,"Cornyn 50, Alameel 29",Cornyn +21,2014-10-05,2014
Wyoming Senate - Enzi vs. Hardy,CBS News/NYT/YouGov,"Enzi 75, Hardy 17",Enzi +58,2014-10-05,2014
Hawaii Senate - Cavasso vs. Schatz,CBS News/NYT/YouGov,"Schatz 71, Cavasso 17",Schatz +54,2014-10-05,2014
Rhode Island Senate - Zaccaria vs. Reed,CBS News/NYT/YouGov,"Reed 64, Zaccaria 22",Reed +42,2014-10-05,2014
Oklahoma Senate - Inhofe vs. Silverstein,CBS News/NYT/YouGov,"Inhofe 67, Silverstein 25",Inhofe +42,2014-10-05,2014
Oklahoma Senate - Lankford vs. Johnson,CBS News/NYT/YouGov,"Lankford 65, Johnson 24",Lankford +41,2014-10-05,2014
Texas Senate - Cornyn vs. Alameel,CBS News/NYT/YouGov,"Cornyn 55, Alameel 35",Cornyn +20,2014-10-05,2014
Tennessee Senate - Alexander vs. Ball,CBS News/NYT/YouGov,"Alexander 53, Ball 32",Alexander +21,2014-10-05,2014
Idaho Senate - Risch vs. Mitchell,CBS News/NYT/YouGov,"Risch 64, Mitchell 27",Risch +37,2014-10-05,2014
South Carolina Senate - Graham vs. Hutto,CBS News/NYT/YouGov*,"Graham 44, Hutto 27",Graham +17,2014-10-05,2014
Nebraska Senate - Sasse vs. Domina,CBS News/NYT/YouGov,"Sasse 58, Domina 31",Sasse +27,2014-10-05,2014
Maine Senate - Collins vs. Bellows,CBS News/NYT/YouGov,"Collins 57, Bellows 33",Collins +24,2014-10-05,2014
Massachusetts Senate - Herr vs. Markey,CBS News/NYT/YouGov,"Markey 54, Herr 31",Markey +23,2014-10-05,2014
Delaware Senate - Wade vs. Coons,CBS News/NYT/YouGov,"Coons 51, Wade 35",Coons +16,2014-10-05,2014
New Mexico Senate - Weh vs. Udall,CBS News/NYT/YouGov,"Udall 53, Weh 35",Udall +18,2014-10-05,2014
Mississippi Senate - Cochran vs. Childers,CBS News/NYT/YouGov,"Cochran 46, Childers 35",Cochran +11,2014-10-05,2014
West Virginia Senate - Capito vs. Tennant,CBS News/NYT/YouGov,"Capito 56, Tennant 33",Capito +23,2014-10-05,2014
Montana Senate - Daines vs. Curtis,CBS News/NYT/YouGov,"Daines 55, Curtis 34",Daines +21,2014-10-05,2014
South Carolina Senate - Scott vs. Dickerson,CBS News/NYT/YouGov,"Scott 54, Dickerson 31",Scott +23,2014-10-05,2014
Maryland Governor - Hogan vs. Brown,Washington Post*,"Brown 47, Hogan 38",Brown +9,2014-10-06,2014
Iowa Senate - Ernst vs. Braley,Loras College,"Ernst 42, Braley 42",Tie,2014-10-06,2014
Kentucky Senate - McConnell vs. Grimes,Courier-Journal/SurveyUSA*,"McConnell 44, Grimes 46",Grimes +2,2014-10-06,2014
Georgia Governor - Deal vs. Carter,Rasmussen Reports,"Deal 49, Carter 43",Deal +6,2014-10-06,2014
Connecticut Governor - Foley vs. Malloy,PPP (D),"Malloy 45, Foley 39",Malloy +6,2014-10-06,2014
New Jersey Senate - Bell vs. Booker,Monmouth,"Booker 53, Bell 38",Booker +15,2014-10-06,2014
Illinois 17th District - Schilling vs. Bustos,WeAskAmerica,"Bustos 50, Schilling 41",Bustos +9,2014-10-06,2014
2014 Generic Congressional Vote,Rasmussen Reports,"Republicans 39, Democrats 41",Democrats +2,2014-10-06,2014
New Jersey 2nd District - LoBiondo vs. Hughes,Richard Stockton College,"LoBiondo 47, Hughes 42",LoBiondo +5,2014-10-06,2014
Illinois 10th District - Dold vs. Schneider,WeAskAmerica,"Schneider 46, Dold 44",Schneider +2,2014-10-06,2014
Illinois 11th District - Senger vs. Foster,WeAskAmerica,"Foster 47, Senger 44",Foster +3,2014-10-06,2014
Illinois 12th District - Bost vs. Enyart,WeAskAmerica*,"Bost 45, Enyart 40",Bost +5,2014-10-06,2014
Illinois 13th District - Davis vs. Callis,WeAskAmerica,"Davis 51, Callis 38",Davis +13,2014-10-06,2014
N.H. Governor - Havenstein vs. Hassan,WMUR/UNH,"Hassan 46, Havenstein 36",Hassan +10,2014-10-06,2014
