Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 39",Democrats +1,2016-09-07,2016
2016 Generic Congressional Vote,GWU/Battleground,"Democrats 45, Republicans 43",Democrats +2,2016-09-07,2016
2016 Generic Congressional Vote,CNN/ORC,"Democrats 47, Republicans 49",Republicans +2,2016-09-09,2016
2016 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",Democrats +6,2016-09-14,2016
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 38",Democrats +2,2016-09-14,2016
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 40",Republicans +1,2016-09-21,2016
2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 36",Democrats +7,2016-09-21,2016
2016 Generic Congressional Vote,McClatchy/Marist,"Democrats 49, Republicans 45",Democrats +4,2016-09-23,2016
2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2016-09-25,2016
2016 Generic Congressional Vote,Bloomberg,"Democrats 46, Republicans 44",Democrats +2,2016-09-26,2016
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 36",Democrats +6,2016-09-28,2016
2016 Generic Congressional Vote,FOX News,"Democrats 44, Republicans 43",Democrats +1,2016-09-30,2016
2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",Democrats +6,2016-10-03,2016
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 38",Democrats +4,2016-10-05,2016
2016 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",Democrats +3,2016-10-09,2016
2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 42",Democrats +6,2016-10-11,2016
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 46, Republicans 36",Democrats +10,2016-10-12,2016
2016 Generic Congressional Vote,FOX News,"Democrats 48, Republicans 42",Democrats +6,2016-10-13,2016
2016 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 44",Democrats +3,2016-10-16,2016
2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 44",Democrats +3,2016-10-16,2016
2016 Generic Congressional Vote,GWU/Battleground,"Democrats 47, Republicans 42",Democrats +5,2016-10-17,2016
2016 Generic Congressional Vote,CBS News,"Democrats 50, Republicans 45",Democrats +5,2016-10-18,2016
2016 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2016-10-19,2016
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 39",Democrats +4,2016-10-19,2016
2016 Generic Congressional Vote,Bloomberg,"Democrats 47, Republicans 43",Democrats +4,2016-10-19,2016
2016 Generic Congressional Vote,Associated Press-GfK,"Democrats 46, Republicans 41",Democrats +5,2016-10-26,2016
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 39",Democrats +5,2016-10-26,2016
2016 Generic Congressional Vote,ABC News,"Democrats 47, Republicans 46",Democrats +1,2016-10-26,2016
2016 Generic Congressional Vote,Economist/YouGov,"Democrats 46, Republicans 41",Democrats +5,2016-11-02,2016
2016 Generic Congressional Vote,CBS News/NY Times,"Democrats 49, Republicans 46",Democrats +3,2016-11-03,2016
2016 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 41",Democrats +1,2016-11-03,2016
2016 Generic Congressional Vote,McClatchy/Marist,"Democrats 48, Republicans 47",Democrats +1,2016-11-04,2016
2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 44",Democrats +3,2016-11-06,2016
2016 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 42",Democrats +3,2016-11-07,2016
2016 Generic Congressional Vote,Bloomberg,"Democrats 45, Republicans 48",Republicans +3,2016-11-07,2016
2016 Generic Congressional Vote,FOX News,"Democrats 45, Republicans 46",Republicans +1,2016-11-07,2016
2018 Generic Congressional Vote,Marist,"Democrats 45, Republicans 38",Democrats +7,2017-04-14,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 32",Democrats +6,2017-04-19,2017
2018 Generic Congressional Vote,PPP (D),"Democrats 47, Republicans 41",Democrats +6,2017-04-20,2017
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 43",Democrats +4,2017-04-24,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-04-26,2017
2018 Generic Congressional Vote,FOX News,"Democrats 47, Republicans 42",Democrats +5,2017-04-26,2017
2018 Generic Congressional Vote,CNN/ORC,"Democrats 49, Republicans 41",Democrats +8,2017-04-28,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 35",Democrats +3,2017-05-03,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 35",Democrats +5,2017-05-10,2017
2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 38",Democrats +11,2017-05-16,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-05-17,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 36",Democrats +2,2017-05-24,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-05-31,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 37",Democrats +4,2017-06-07,2017
2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 40",Democrats +10,2017-06-12,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 36",Democrats +2,2017-06-14,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 38, Republicans 35",Democrats +3,2017-06-21,2017
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 42",Democrats +8,2017-06-22,2017
2018 Generic Congressional Vote,FOX News,"Democrats 47, Republicans 41",Democrats +6,2017-06-28,2017
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 48, Republicans 38",Democrats +10,2017-06-28,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 35",Democrats +6,2017-06-28,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 37, Republicans 35",Democrats +2,2017-07-05,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 32",Democrats +7,2017-07-12,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-07-19,2017
2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 52, Republicans 38",Democrats +14,2017-07-19,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-07-26,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-08-02,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 34",Democrats +5,2017-08-09,2017
2018 Generic Congressional Vote,CNN,"Democrats 51, Republicans 42",Democrats +9,2017-08-10,2017
2018 Generic Congressional Vote,Marist,"Democrats 47, Republicans 40",Democrats +7,2017-08-15,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 33",Democrats +8,2017-08-16,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-08-23,2017
2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 35",Democrats +14,2017-08-23,2017
2018 Generic Congressional Vote,GWU/Battleground,"Democrats 45, Republicans 38",Democrats +7,2017-08-24,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 32",Democrats +8,2017-08-30,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-09-06,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 31",Democrats +9,2017-09-13,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 33",Democrats +6,2017-09-20,2017
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 42",Democrats +6,2017-09-21,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 34",Democrats +6,2017-09-27,2017
2018 Generic Congressional Vote,PPP (D),"Democrats 48, Republicans 37",Democrats +11,2017-09-28,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 32",Democrats +7,2017-10-04,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-10-11,2017
2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 38",Democrats +16,2017-10-17,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 33",Democrats +8,2017-10-18,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 36, Republicans 28",Democrats +8,2017-10-25,2017
2018 Generic Congressional Vote,FOX News,"Democrats 50, Republicans 35",Democrats +15,2017-10-25,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-10-25,2017
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 48, Republicans 41",Democrats +7,2017-10-29,2017
2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 40",Democrats +10,2017-10-31,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 31",Democrats +9,2017-11-01,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 39, Republicans 36",Democrats +3,2017-11-01,2017
2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 51, Republicans 40",Democrats +11,2017-11-06,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 33",Democrats +7,2017-11-08,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",Democrats +8,2017-11-08,2017
2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 38",Democrats +13,2017-11-14,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 34",Democrats +8,2017-11-15,2017
2018 Generic Congressional Vote,Marist,"Democrats 51, Republicans 36",Democrats +15,2017-11-15,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",Democrats +7,2017-11-15,2017
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 43, Republicans 40",Democrats +3,2017-11-21,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 33",Democrats +9,2017-11-22,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 28",Democrats +9,2017-11-22,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 35",Democrats +6,2017-11-29,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 36, Republicans 30",Democrats +6,2017-11-29,2017
2018 Generic Congressional Vote,Quinnipiac,"Democrats 50, Republicans 36",Democrats +14,2017-12-05,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",Democrats +6,2017-12-06,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",Democrats +6,2017-12-06,2017
2018 Generic Congressional Vote,Marist,"Democrats 50, Republicans 37",Democrats +13,2017-12-12,2017
2018 Generic Congressional Vote,Monmouth,"Democrats 51, Republicans 36",Democrats +15,2017-12-13,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 29",Democrats +8,2017-12-13,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",Democrats +8,2017-12-13,2017
2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 37",Democrats +12,2017-12-13,2017
2018 Generic Congressional Vote,PPP (D),"Democrats 51, Republicans 40",Democrats +11,2017-12-14,2017
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 39",Democrats +11,2017-12-17,2017
2018 Generic Congressional Vote,Quinnipiac,"Democrats 52, Republicans 37",Democrats +15,2017-12-19,2017
2018 Generic Congressional Vote,CNN,"Democrats 56, Republicans 38",Democrats +18,2017-12-20,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 35",Democrats +9,2017-12-20,2017
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 27",Democrats +12,2017-12-20,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",Democrats +8,2017-12-27,2017
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",Democrats +6,2018-01-03,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",Democrats +7,2018-01-03,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 37",Democrats +7,2018-01-10,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 31",Democrats +9,2018-01-10,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 52, Republicans 35",Democrats +17,2018-01-11,2018
2018 Generic Congressional Vote,Emerson,"Democrats 45, Republicans 40",Democrats +5,2018-01-12,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 36",Democrats +6,2018-01-17,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 32",Democrats +5,2018-01-17,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 50, Republicans 39",Democrats +11,2018-01-18,2018
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 46, Republicans 40",Democrats +6,2018-01-18,2018
2018 Generic Congressional Vote,Pew Research,"Democrats 53, Republicans 39",Democrats +14,2018-01-19,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 49, Republicans 43",Democrats +6,2018-01-19,2018
2018 Generic Congressional Vote,CNN,"Democrats 49, Republicans 44",Democrats +5,2018-01-21,2018
2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 51, Republicans 39",Democrats +12,2018-01-22,2018
2018 Generic Congressional Vote,FOX News,"Democrats 44, Republicans 38",Democrats +6,2018-01-24,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",Democrats +8,2018-01-24,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 38",Democrats +13,2018-01-24,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 41, Republicans 37",Democrats +4,2018-01-24,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 37",Democrats +8,2018-01-29,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",Democrats +6,2018-01-31,2018
2018 Generic Congressional Vote,Monmouth,"Democrats 47, Republicans 45",Democrats +2,2018-01-31,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 37",Democrats +5,2018-01-31,2018
2018 Generic Congressional Vote,IBD/TIPP,"Democrats 46, Republicans 41",Democrats +5,2018-02-06,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",Democrats +7,2018-02-07,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",Democrats +6,2018-02-07,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 40",Democrats +9,2018-02-07,2018
2018 Generic Congressional Vote,Marist,"Democrats 49, Republicans 38",Democrats +11,2018-02-09,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 38",Democrats +4,2018-02-14,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 30",Democrats +9,2018-02-14,2018
2018 Generic Congressional Vote,PPP (D),"Democrats 49, Republicans 41",Democrats +8,2018-02-14,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 53, Republicans 38",Democrats +15,2018-02-20,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",Democrats +8,2018-02-21,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 41, Republicans 36",Democrats +5,2018-02-21,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 35",Democrats +8,2018-02-21,2018
2018 Generic Congressional Vote,Marist,"Democrats 46, Republicans 39",Democrats +7,2018-02-23,2018
2018 Generic Congressional Vote,CNN,"Democrats 54, Republicans 38",Democrats +16,2018-02-26,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 40, Republicans 38",Democrats +2,2018-02-28,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 37, Republicans 31",Democrats +6,2018-02-28,2018
2018 Generic Congressional Vote,USA Today/Suffolk,"Democrats 47, Republicans 32",Democrats +15,2018-03-01,2018
2018 Generic Congressional Vote,Monmouth,"Democrats 50, Republicans 41",Democrats +9,2018-03-07,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 48, Republicans 38",Democrats +10,2018-03-07,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",Democrats +6,2018-03-07,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",Democrats +6,2018-03-08,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 31",Democrats +7,2018-03-08,2018
2018 Generic Congressional Vote,GWU/Battleground,"Democrats 49, Republicans 40",Democrats +9,2018-03-13,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-03-14,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 30",Democrats +8,2018-03-14,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 40",Democrats +10,2018-03-18,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 43",Democrats +6,2018-03-21,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",Democrats +6,2018-03-21,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 37",Democrats +3,2018-03-22,2018
2018 Generic Congressional Vote,Marist,"Democrats 44, Republicans 39",Democrats +5,2018-03-23,2018
2018 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 41",Democrats +5,2018-03-25,2018
2018 Generic Congressional Vote,PPP (D),"Democrats 50, Republicans 39",Democrats +11,2018-03-27,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 35",Democrats +7,2018-03-28,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 35",Democrats +7,2018-03-29,2018
2018 Generic Congressional Vote,CNN,"Democrats 50, Republicans 44",Democrats +6,2018-03-29,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 45, Republicans 34",Democrats +11,2018-04-02,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 36",Democrats +7,2018-04-04,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 34",Democrats +9,2018-04-04,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 40",Democrats +5,2018-04-11,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 46, Republicans 43",Democrats +3,2018-04-11,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 34",Democrats +10,2018-04-11,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 36",Democrats +8,2018-04-11,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 47, Republicans 40",Democrats +7,2018-04-15,2018
2018 Generic Congressional Vote,ABC News/Wash Post,"Democrats 47, Republicans 43",Democrats +4,2018-04-16,2018
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 44, Republicans 39",Democrats +5,2018-04-18,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-04-18,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 34",Democrats +10,2018-04-18,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-04-25,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 45, Republicans 34",Democrats +11,2018-04-25,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 48, Republicans 40",Democrats +8,2018-04-25,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 43, Republicans 34",Democrats +9,2018-04-26,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",Democrats +3,2018-05-02,2018
2018 Generic Congressional Vote,Monmouth,"Democrats 49, Republicans 41",Democrats +8,2018-05-03,2018
2018 Generic Congressional Vote,Pew Research,"Democrats 48, Republicans 43",Democrats +5,2018-05-04,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 37",Democrats +6,2018-05-05,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 35",Democrats +9,2018-05-09,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 38",Democrats +1,2018-05-09,2018
2018 Generic Congressional Vote,CNN,"Democrats 47, Republicans 44",Democrats +3,2018-05-09,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 37",Democrats +5,2018-05-16,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 38, Republicans 37",Democrats +1,2018-05-16,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",Democrats +6,2018-05-16,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-05-23,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 40, Republicans 37",Democrats +3,2018-05-23,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 42",Democrats +1,2018-05-23,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 44, Republicans 37",Democrats +7,2018-05-24,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 43, Republicans 42",Democrats +1,2018-05-30,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 39",Democrats +3,2018-05-30,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 39, Republicans 37",Democrats +2,2018-05-31,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 47, Republicans 40",Democrats +7,2018-06-06,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 41",Democrats +4,2018-06-06,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 43, Republicans 32",Democrats +11,2018-06-06,2018
2018 Generic Congressional Vote,IBD/TIPP,"Democrats 47, Republicans 40",Democrats +7,2018-06-06,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",Democrats +6,2018-06-06,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 50, Republicans 40",Democrats +10,2018-06-07,2018
2018 Generic Congressional Vote,FOX News,"Democrats 48, Republicans 39",Democrats +9,2018-06-08,2018
2018 Generic Congressional Vote,PPP (D),"Democrats 46, Republicans 40",Democrats +6,2018-06-13,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 37",Democrats +6,2018-06-13,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 44, Republicans 40",Democrats +4,2018-06-13,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 45, Republicans 35",Democrats +10,2018-06-13,2018
2018 Generic Congressional Vote,Monmouth,"Democrats 48, Republicans 41",Democrats +7,2018-06-18,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 36",Democrats +6,2018-06-20,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 49, Republicans 43",Democrats +6,2018-06-20,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 41",Democrats +4,2018-06-20,2018
2018 Generic Congressional Vote,Pew Research,"Democrats 48, Republicans 43",Democrats +5,2018-06-20,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 37",Democrats +7,2018-06-20,2018
2018 Generic Congressional Vote,USA Today/Suffolk,"Democrats 45, Republicans 39",Democrats +6,2018-06-21,2018
2018 Generic Congressional Vote,CNN,"Democrats 50, Republicans 42",Democrats +8,2018-06-21,2018
2018 Generic Congressional Vote,Gallup,"Democrats 48, Republicans 43",Democrats +5,2018-06-22,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 45, Republicans 41",Democrats +4,2018-06-27,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 41, Republicans 38",Democrats +3,2018-06-27,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 43, Republicans 38",Democrats +5,2018-06-27,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 45, Republicans 36",Democrats +9,2018-06-27,2018
2018 Generic Congressional Vote,IBD/TIPP,"Democrats 48, Republicans 40",Democrats +8,2018-07-02,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 50, Republicans 41",Democrats +9,2018-07-02,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 34",Democrats +10,2018-07-04,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 38",Democrats +4,2018-07-05,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",Democrats +6,2018-07-05,2018
2018 Generic Congressional Vote,Emerson,"Democrats 49, Republicans 42",Democrats +7,2018-07-09,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 42, Republicans 38",Democrats +4,2018-07-11,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 47, Republicans 34",Democrats +13,2018-07-11,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 48, Republicans 40",Democrats +8,2018-07-11,2018
2018 Generic Congressional Vote,FOX News,"Democrats 48, Republicans 40",Democrats +8,2018-07-13,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 44, Republicans 35",Democrats +9,2018-07-18,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 41",Democrats +5,2018-07-18,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 45, Republicans 37",Democrats +8,2018-07-18,2018
2018 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 49, Republicans 43",Democrats +6,2018-07-22,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 38",Democrats +6,2018-07-25,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 47, Republicans 40",Democrats +7,2018-07-25,2018
2018 Generic Congressional Vote,NPR/PBS/Marist,"Democrats 47, Republicans 40",Democrats +7,2018-07-25,2018
2018 Generic Congressional Vote,Quinnipiac,"Democrats 51, Republicans 39",Democrats +12,2018-07-25,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 37",Democrats +5,2018-07-25,2018
2018 Generic Congressional Vote,Harvard-Harris,"Democrats 43, Republicans 36",Democrats +7,2018-07-26,2018
2018 Generic Congressional Vote,Rasmussen Reports,"Democrats 46, Republicans 40",Democrats +6,2018-08-01,2018
2018 Generic Congressional Vote,Economist/YouGov,"Democrats 44, Republicans 40",Democrats +4,2018-08-01,2018
2018 Generic Congressional Vote,Reuters/Ipsos,"Democrats 42, Republicans 36",Democrats +6,2018-08-01,2018
2018 Generic Congressional Vote,IBD/TIPP,"Democrats 45, Republicans 45",Tie,2018-08-08,2018
